iter	Passed	Remaining
309	914	2036
310	918	2034
311	921	2031
312	924	2029
313	927	2026
314	930	2023
315	933	2021
316	937	2019
317	940	2016
318	942	2012
319	945	2009
320	948	2005
321	952	2005
322	955	2003
323	959	2001
324	962	1998
325	965	1996
326	968	1992
327	971	1989
328	974	1986
329	977	1983
330	980	1980
331	983	1978
332	986	1975
333	989	1972
334	991	1969
335	994	1965
336	997	1961
337	999	1957
338	1002	1954
339	1005	1951
340	1007	1947
341	1011	1945
342	1014	1943
343	1017	1940
344	1020	1937
345	1023	1934
346	1026	1931
347	1028	1927
348	1032	1925
349	1034	1921
350	1036	1917
351	1039	1914
352	1042	1910
353	1045	1908
354	1048	1905
355	1051	1902
356	1054	1898
357	1056	1895
358	1060	1893
359	1062	1889
360	1065	1886
361	1068	1883
362	1071	1880
363	1074	1877
364	1078	1875
365	1081	1873
366	1090	1881
367	1093	1878
368	1096	1874
369	1099	1871
370	1101	1867
371	1104	1864
372	1107	1860
373	1109	1857
374	1113	1855
375	1116	1852
376	1119	1850
377	1122	1847
378	1126	1845
379	1128	1841
380	1131	1838
381	1134	1835
382	1137	1832
383	1140	1829
384	1143	1826
385	1146	1823
386	1149	1820
387	1152	1818
388	1154	1814
389	1157	1810
390	1159	1806
391	1162	1803
392	1166	1801
393	1168	1797
394	1171	1794
395	1174	1791
396	1178	1789
397	1181	1786
398	1183	1782
399	1186	1779
400	1189	1776
401	1192	1773
402	1195	1770
403	1197	1767
404	1200	1764
405	1203	1760
406	1206	1758
407	1209	1754
408	1212	1751
409	1215	1748
410	1217	1745
411	1220	1742
412	1223	1739
413	1226	1736
414	1229	1733
415	1232	1730
416	1235	1727
417	1238	1724
418	1241	1722
419	1244	1719
420	1247	1716
421	1250	1712
422	1253	1710
423	1256	1706
424	1259	1703
425	1261	1700
426	1264	1697
427	1267	1693
428	1269	1690
429	1273	1688
430	1277	1686
431	1279	1682
432	1283	1680
433	1286	1677
434	1289	1674
435	1292	1672
436	1295	1668
437	1298	1665
438	1301	1662
439	1304	1660
440	1307	1657
441	1310	1654
442	1313	1651
443	1315	1647
444	1319	1645
445	1321	1641
446	1324	1638
447	1326	1634
448	1330	1632
449	1333	1629
450	1335	1626
451	1338	1623
452	1341	1619
453	1344	1616
454	1347	1613
455	1349	1610
456	1352	1607
457	1355	1604
458	1358	1601
459	1361	1598
460	1364	1595
461	1367	1592
462	1370	1589
463	1373	1586
464	1376	1583
465	1379	1580
466	1381	1576
467	1384	1574
468	1387	1570
469	1390	1567
470	1393	1564
471	1395	1561
472	1398	1558
473	1401	1555
474	1404	1552
475	1407	1549
476	1410	1546
477	1413	1544
478	1416	1540
479	1420	1538
480	1422	1535
481	1426	1532
482	1428	1529
483	1432	1526
484	1434	1523
485	1437	1520
486	1440	1517
487	1442	1513
488	1445	1510
489	1448	1507
490	1451	1504
491	1453	1501
492	1456	1498
493	1459	1495
494	1462	1491
495	1465	1489
496	1468	1486
497	1471	1483
498	1474	1480
499	1476	1476
500	1480	1474
501	1483	1471
502	1485	1468
503	1488	1464
504	1490	1460
505	1493	1458
506	1496	1455
507	1499	1452
508	1502	1449
509	1505	1446
510	1509	1444
511	1511	1441
512	1514	1437
513	1517	1434
514	1520	1431
515	1522	1428
516	1525	1425
517	1528	1422
518	1531	1419
519	1534	1416
520	1536	1412
521	1539	1409
522	1541	1406
523	1544	1403
524	1547	1399
525	1549	1396
526	1552	1393
527	1555	1390
528	1558	1387
529	1561	1385
530	1564	1381
531	1567	1379
532	1570	1376
533	1573	1373
534	1576	1370
535	1579	1367
536	1582	1364
537	1584	1360
538	1587	1357
539	1590	1354
540	1593	1351
541	1596	1348
542	1598	1345
543	1601	1342
544	1604	1339
545	1607	1336
546	1610	1333
547	1613	1331
548	1616	1327
549	1619	1324
550	1622	1322
551	1625	1319
552	1628	1316
553	1631	1313
554	1634	1310
555	1637	1307
556	1640	1304
557	1643	1301
558	1646	1298
559	1648	1295
560	1651	1292
561	1654	1289
562	1657	1286
563	1660	1283
564	1663	1280
565	1666	1277
566	1672	1277
567	1675	1274
568	1677	1270
569	1680	1267
570	1682	1264
571	1685	1261
572	1689	1258
573	1692	1255
574	1695	1253
575	1698	1249
576	1700	1246
577	1703	1243
578	1705	1240
579	1708	1237
580	1710	1233
581	1714	1231
582	1716	1228
583	1720	1225
584	1723	1222
585	1726	1219
586	1729	1216
587	1732	1213
588	1735	1210
589	1737	1207
590	1740	1204
591	1743	1201
592	1745	1198
593	1748	1195
594	1752	1192
595	1755	1189
596	1757	1186
597	1760	1183
598	1763	1180
599	1766	1177
600	1768	1174
601	1771	1171
602	1774	1167
603	1776	1164
604	1779	1161
605	1782	1159
606	1786	1156
607	1789	1153
608	1792	1151
609	1795	1147
610	1797	1144
611	1800	1141
612	1803	1138
613	1806	1135
614	1808	1132
615	1811	1129
616	1814	1126
617	1817	1123
618	1820	1120
619	1823	1117
620	1826	1114
621	1829	1111
622	1832	1108
623	1835	1106
624	1838	1103
625	1841	1100
626	1844	1097
627	1847	1094
628	1850	1091
629	1853	1088
630	1856	1085
631	1859	1082
632	1862	1079
633	1865	1076
634	1867	1073
635	1870	1070
636	1873	1067
637	1876	1064
638	1879	1061
639	1882	1058
640	1886	1056
641	1889	1053
642	1892	1050
643	1895	1047
644	1898	1045
645	1901	1042
646	1904	1039
647	1907	1036
648	1910	1033
649	1914	1030
650	1916	1027
651	1919	1024
652	1922	1021
653	1925	1018
654	1928	1015
655	1931	1012
656	1934	1009
657	1936	1006
658	1939	1003
659	1942	1000
660	1946	998
661	1949	995
662	1952	992
663	1954	989
664	1957	986
665	1960	983
666	1963	980
667	1966	977
668	1968	974
669	1971	970
670	1974	968
671	1978	965
672	1981	962
673	1984	959
674	1987	956
675	1990	953
676	1993	951
677	1996	948
678	1999	945
679	2001	942
680	2005	939
681	2016	940
682	2019	937
683	2022	934
684	2024	930
685	2027	928
686	2030	925
687	2033	922
688	2036	919
689	2039	916
690	2042	913
691	2045	910
692	2049	907
693	2051	904
694	2055	901
695	2057	898
696	2060	895
697	2063	892
698	2066	889
699	2068	886
700	2072	883
701	2075	880
702	2078	878
703	2081	875
704	2083	871
705	2086	868
706	2089	865
707	2092	863
708	2095	860
709	2098	857
710	2101	854
711	2104	851
712	2107	848
713	2110	845
714	2113	842
715	2116	839
716	2119	836
717	2122	833
718	2124	830
719	2127	827
720	2130	824
721	2133	821
722	2136	818
723	2139	815
724	2142	812
725	2144	809
726	2147	806
727	2150	803
728	2153	800
729	2155	797
730	2158	794
731	2161	791
732	2163	788
733	2166	785
734	2169	782
735	2172	779
736	2176	776
737	2179	773
738	2182	770
739	2185	767
740	2187	764
741	2190	761
742	2193	758
743	2196	755
744	2200	753
745	2203	750
746	2206	747
747	2209	744
748	2213	741
749	2216	738
750	2219	735
751	2222	732
752	2225	730
753	2228	727
754	2231	724
755	2235	721
756	2238	718
757	2241	715
758	2244	712
759	2246	709
760	2249	706
761	2251	703
762	2254	700
763	2256	697
764	2260	694
765	2263	691
766	2266	688
767	2269	685
768	2272	682
769	2275	679
770	2277	676
771	2280	673
772	2283	670
773	2286	667
774	2288	664
775	2291	661
776	2294	658
777	2297	655
778	2300	652
779	2302	649
780	2305	646
781	2307	643
782	2311	640
783	2313	637
784	2316	634
785	2319	631
786	2322	628
787	2324	625
788	2327	622
789	2330	619
790	2333	616
791	2336	613
792	2339	610
793	2342	607
794	2345	604
795	2348	601
796	2350	598
797	2353	595
798	2355	592
799	2358	589
800	2361	586
801	2364	583
802	2367	580
803	2370	577
804	2373	574
805	2376	572
806	2379	569
807	2382	566
808	2384	562
809	2387	560
810	2390	557
811	2393	554
812	2396	551
813	2399	548
814	2401	545
815	2404	542
816	2407	539
817	2409	536
818	2412	533
819	2415	530
820	2418	527
821	2421	524
822	2424	521
823	2427	518
824	2430	515
825	2433	512
826	2436	509
827	2439	506
828	2441	503
829	2444	500
830	2447	497
831	2449	494
832	2452	491
833	2455	488
834	2458	485
835	2460	482
836	2463	479
837	2466	476
838	2469	473
839	2472	470
840	2475	467
841	2477	464
842	2480	462
843	2483	459
844	2486	456
845	2489	453
846	2492	450
847	2495	447
848	2498	444
849	2501	441
850	2504	438
851	2506	435
852	2509	432
853	2511	429
854	2514	426
855	2517	423
856	2521	420
857	2524	417
858	2527	414
859	2530	411
860	2533	408
861	2536	406
862	2539	403
863	2542	400
864	2544	397
865	2547	394
866	2551	391
867	2554	388
868	2557	385
869	2560	382
870	2563	379
871	2566	376
872	2568	373
873	2570	370
874	2574	367
875	2577	364
876	2580	361
877	2582	358
878	2586	356
879	2589	353
880	2591	350
881	2594	347
882	2596	344
883	2599	341
884	2602	338
885	2605	335
886	2608	332
887	2610	329
888	2614	326
889	2617	323
890	2620	320
891	2623	317
892	2625	314
893	2628	311
894	2631	308
895	2634	305
896	2637	302
897	2640	299
898	2642	296
899	2645	293
900	2649	291
901	2652	288
902	2655	285
903	2658	282
904	2661	279
905	2664	276
906	2666	273
907	2669	270
908	2671	267
909	2674	264
910	2677	261
911	2681	258
912	2684	255
913	2687	252
914	2690	249
915	2693	246
916	2696	244
917	2699	241
918	2701	238
919	2704	235
920	2707	232
921	2710	229
922	2714	226
923	2716	223
924	2719	220
925	2722	217
926	2725	214
927	2728	211
928	2730	208
929	2733	205
930	2736	202
931	2739	199
932	2742	196
933	2746	194
934	2749	191
935	2751	188
936	2754	185
937	2757	182
938	2760	179
939	2763	176
940	2765	173
941	2768	170
942	2771	167
943	2774	164
944	2777	161
945	2780	158
946	2783	155
947	2786	152
948	2788	149
949	2791	146
950	2794	143
951	2797	141
952	2800	138
953	2802	135
954	2805	132
955	2808	129
956	2811	126
957	2814	123
958	2817	120
959	2820	117
960	2823	114
961	2826	111
962	2829	108
963	2832	105
964	2834	102
965	2837	99
966	2840	96
967	2843	94
968	2846	91
969	2849	88
970	2852	85
971	2855	82
972	2858	79
973	2861	76
974	2864	73
975	2867	70
976	2869	67
977	2873	64
978	2876	61
979	2879	58
980	2882	55
981	2885	52
982	2888	49
983	2891	47
984	2894	44
985	2896	41
986	2898	38
987	2901	35
988	2905	32
989	2908	29
990	2911	26
991	2914	23
992	2917	20
993	2920	17
994	2922	14
995	2925	11
996	2928	8
997	2931	5
998	2934	2
999	2937	0
