iter	Logloss
557	0.4210967181
558	0.4205470531
559	0.4201958542
560	0.4195859781
561	0.4193201434
562	0.419138303
563	0.4188594089
564	0.4184975669
565	0.4181326469
566	0.4178157649
567	0.4176220049
568	0.4174418909
569	0.4172365613
570	0.4168046847
571	0.4165240641
572	0.4163480692
573	0.4160593573
574	0.4156198808
575	0.4154141907
576	0.4151533827
577	0.4149149269
578	0.4146083082
579	0.4144026342
580	0.4141983297
581	0.4138190532
582	0.4135839418
583	0.4134570058
584	0.4130624397
585	0.4127110424
586	0.4122183254
587	0.4119634108
588	0.4117946423
589	0.411512718
590	0.4112266293
591	0.4109912281
592	0.4107774703
593	0.4106253193
594	0.410453514
595	0.4102361248
596	0.4099976707
597	0.4097768461
598	0.409559047
599	0.4094021072
600	0.4090627378
601	0.4086909155
602	0.4083808491
603	0.4076570148
604	0.4074405576
605	0.4069783008
606	0.4065417121
607	0.4062529543
608	0.4057239231
609	0.4053515117
610	0.4050498974
611	0.4047166549
612	0.4042329494
613	0.4039733387
614	0.4036731806
615	0.4034394934
616	0.4030630016
617	0.4028333913
618	0.4024179766
619	0.4021998209
620	0.4019654179
621	0.4016375285
622	0.4013620847
623	0.4009420461
624	0.400661463
625	0.400445617
626	0.4001912188
627	0.3998700794
628	0.399611794
629	0.399247985
630	0.3988387014
631	0.3987916216
632	0.3985013571
633	0.398196762
634	0.397953089
635	0.397712384
636	0.3972451971
637	0.3970139798
638	0.3967162169
639	0.3962796599
640	0.3960176583
641	0.3957380916
642	0.395416183
643	0.3950786606
644	0.3946165778
645	0.3942514084
646	0.394044427
647	0.3935764721
648	0.3932258984
649	0.3929537501
650	0.3926857123
651	0.3925137536
652	0.3922934036
653	0.3921664936
654	0.3918114308
655	0.3916802483
656	0.3914025867
657	0.3911724574
658	0.3908541975
659	0.3906362708
660	0.3903974772
661	0.3901878617
662	0.390137902
663	0.3897883644
664	0.3895774654
665	0.3891005032
666	0.3887861353
667	0.3884198721
668	0.387718108
669	0.3871819122
670	0.3869125492
671	0.3865963515
672	0.3862045637
673	0.3859867911
674	0.3855387632
675	0.3851016752
676	0.384630132
677	0.384174077
678	0.3838778748
679	0.3836058235
680	0.3832427683
681	0.3829781952
682	0.3827658857
683	0.3825112635
684	0.3819053275
685	0.381675072
686	0.3814073572
687	0.3812651468
688	0.380851352
689	0.3804797583
690	0.3803139869
691	0.3801871762
692	0.3797763837
693	0.3794029888
694	0.379156395
695	0.3788640182
696	0.3788105515
697	0.3784929698
698	0.3779106563
699	0.3775880312
700	0.3773195123
701	0.3769440846
702	0.376561341
703	0.3761573372
704	0.3756808462
705	0.3754544493
706	0.3751779164
707	0.375060118
708	0.3746374315
709	0.3742048567
710	0.3738633162
711	0.373637939
712	0.3733377738
713	0.3732028574
714	0.3727393275
715	0.3724096886
716	0.3718661952
717	0.3716319338
718	0.3712016014
719	0.3710314945
720	0.370547277
721	0.3699004143
722	0.3693974641
723	0.3690314274
724	0.368797149
725	0.3684212662
726	0.3679879081
727	0.3676702925
728	0.3674574921
729	0.3672800903
730	0.3669477589
731	0.3666255612
732	0.3663162611
733	0.3660754318
734	0.3657399845
735	0.3654686261
736	0.3652979441
737	0.3649887337
738	0.364717379
739	0.3643996383
740	0.3639498726
741	0.3634587218
742	0.3630281205
743	0.3626481507
744	0.3622982433
745	0.3619079538
746	0.3615339222
747	0.3612384863
748	0.3609148506
749	0.3605118081
750	0.3600996786
751	0.3598886767
752	0.3596400184
753	0.3593061904
754	0.3588203987
755	0.358352026
756	0.3580809468
757	0.3577609665
758	0.3574623074
759	0.357281698
760	0.3568838874
761	0.3566315357
762	0.3563053693
763	0.3559203003
764	0.355625374
765	0.3553313114
766	0.3551214873
767	0.3546737138
768	0.3545000375
769	0.3542901302
770	0.354024071
771	0.353813235
772	0.353702131
773	0.3533667345
774	0.3528397806
775	0.3522290578
776	0.3518797492
777	0.3515031245
778	0.351137428
779	0.3508258518
780	0.3505338937
781	0.3503400976
782	0.349888837
783	0.3495811466
784	0.3492913004
785	0.3487540887
786	0.3482714567
787	0.347983099
788	0.3475702962
789	0.3473566821
790	0.347075648
791	0.3469364236
792	0.3464866286
793	0.3462605634
794	0.346068412
795	0.3458587388
796	0.345536287
797	0.3451730869
798	0.3447693525
799	0.3445526123
800	0.344450314
801	0.3441073937
802	0.3438217989
803	0.3433518473
804	0.3430679725
805	0.3427318856
806	0.342656511
807	0.3422197319
808	0.3419371397
809	0.3415545767
810	0.3413357943
811	0.3410723275
812	0.3406358333
813	0.340207176
814	0.3398843659
815	0.3394260697
816	0.339142047
817	0.338613561
818	0.3383521941
819	0.3379384399
820	0.3375094674
821	0.3372002283
822	0.3370233783
823	0.3368286291
824	0.3363223957
825	0.3359479591
826	0.3356274619
827	0.3351288692
828	0.3347047254
829	0.3343254494
830	0.3340884893
831	0.3336394735
832	0.3333257904
833	0.3330317141
834	0.3325317478
835	0.3321614743
836	0.332068615
837	0.3316996506
838	0.3314737885
839	0.3312406313
840	0.3309025534
841	0.3304696989
842	0.3302293217
843	0.3297637998
844	0.3294810444
845	0.3293210371
846	0.328942947
847	0.3283693606
848	0.3280216477
849	0.3277490977
850	0.3273516103
851	0.3269636035
852	0.3267391018
853	0.3263517822
854	0.3260236533
855	0.3256429664
856	0.3252227031
857	0.3250268352
858	0.324592374
859	0.324389971
860	0.3239191089
861	0.3234762146
862	0.3229856091
863	0.3224884147
864	0.3220733054
865	0.3218545642
866	0.3213719205
867	0.3211318129
868	0.320797413
869	0.3205791631
870	0.3201539586
871	0.3196248875
872	0.3193965354
873	0.319028341
874	0.3186772927
875	0.3184555916
876	0.3181693612
877	0.3179164
878	0.3176157559
879	0.3172177851
880	0.3167279626
881	0.3165119578
882	0.3160771906
883	0.3158695447
884	0.3155988211
885	0.3151439792
886	0.3149357636
887	0.3147392079
888	0.3142426969
889	0.3140011503
890	0.3137504799
891	0.3133445544
892	0.3129300209
893	0.3123869517
894	0.3120219549
895	0.3115929862
896	0.3113499086
897	0.3109859211
898	0.3108649187
899	0.310678786
900	0.3102398472
901	0.309891574
902	0.3096037844
903	0.3091148855
904	0.308913692
905	0.308669927
906	0.3082944332
907	0.3080425562
908	0.3078039444
909	0.307448443
910	0.3071230919
911	0.306998274
912	0.3065931899
913	0.3063376338
914	0.3060428368
915	0.3057786336
916	0.30556362
917	0.3053099193
918	0.3051048758
919	0.3047074171
920	0.304400714
921	0.3041181759
922	0.3035876095
923	0.3033403395
924	0.3031771077
925	0.3028201978
926	0.3026290772
927	0.3022606885
928	0.3022096276
929	0.3018026263
930	0.3016843694
931	0.30136707
932	0.3008316737
933	0.3005085564
934	0.3000633462
935	0.2998220741
936	0.2994067082
937	0.2992801602
938	0.2990350786
939	0.2986548449
940	0.2984248313
941	0.2981997422
942	0.2979284152
943	0.2974213461
944	0.2970210834
945	0.296808737
946	0.2966477832
947	0.2962379608
948	0.2959516461
949	0.2957144036
950	0.2954426204
951	0.2951926589
952	0.2949661375
953	0.294606813
954	0.294337883
955	0.2939843771
956	0.2937158482
957	0.293504496
958	0.2932649371
959	0.2929600028
960	0.2926899475
961	0.2922818392
962	0.2920220126
963	0.2918233469
964	0.2915115265
965	0.2913137107
966	0.291032682
967	0.290783255
968	0.2907002572
969	0.2904491677
970	0.29015382
971	0.2898040303
972	0.2897269757
973	0.2892815616
974	0.289051227
975	0.2887370812
976	0.2883757395
977	0.2882984191
978	0.2880387201
979	0.2877552924
980	0.2875021702
981	0.2873720486
982	0.2871165787
983	0.2868043797
984	0.286508038
985	0.2861385596
986	0.2859103205
987	0.2856120335
988	0.2852639642
989	0.2850523112
990	0.2846632848
991	0.2842081275
992	0.2839569668
993	0.283656566
994	0.2835056857
995	0.2831689854
996	0.2827572646
997	0.2825897582
998	0.2822315352
999	0.2820123497
