Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA,AvgH,AvgD,AvgA,P<2.5,FTR_A,FTR_D,FTR_H
2022-02-09,20:00:00,Oud-Heverlee Leuven,Genk,2.0,1.0,1.0,1.0,D,22.0,12.0,6.0,7.0,18.0,8.0,4.0,3.0,2.0,3.0,0.0,1.0,3.63,4.21,1.88,3.65,3.84,1.88,2.37,0.0,0.0,1.0
2022-02-09,17:45:00,Waregem,Oostende,0.0,0.0,0.0,0.0,D,12.0,18.0,6.0,3.0,10.0,14.0,6.0,8.0,0.0,1.0,0.0,0.0,2.2,3.84,3.04,2.17,3.67,3.01,2.21,0.0,1.0,0.0
2022-02-06,20:00:00,Genk,Waregem,2.0,0.0,1.0,0.0,H,13.0,10.0,5.0,1.0,12.0,7.0,5.0,4.0,2.0,2.0,0.0,0.0,1.38,5.14,7.46,1.35,5.24,7.83,2.65,0.0,0.0,1.0
2022-02-06,17:30:00,Anderlecht,Eupen,4.0,1.0,3.0,1.0,H,19.0,8.0,5.0,5.0,12.0,8.0,9.0,3.0,0.0,1.0,0.0,0.0,1.38,4.92,8.18,1.35,4.96,8.25,2.27,0.0,0.0,1.0
2022-02-06,15:00:00,Mechelen,Beerschot VA,3.0,2.0,3.0,0.0,H,11.0,11.0,4.0,2.0,12.0,15.0,6.0,8.0,0.0,3.0,1.0,0.0,1.83,4.0,3.96,1.84,3.87,3.79,2.32,0.0,0.0,1.0
2022-02-06,12:30:00,Club Brugge,Gent,1.0,2.0,0.0,1.0,A,13.0,10.0,3.0,3.0,9.0,15.0,9.0,5.0,4.0,5.0,2.0,0.0,2.26,3.57,3.1,2.24,3.55,2.98,2.03,1.0,0.0,0.0
2022-02-05,19:45:00,Antwerp,St. Gilloise,0.0,2.0,0.0,0.0,D,14.0,16.0,2.0,6.0,8.0,13.0,6.0,4.0,3.0,3.0,0.0,0.0,3.19,3.54,2.23,3.09,3.53,2.19,2.17,1.0,0.0,0.0
2022-02-05,17:30:00,Oostende,Oud-Heverlee Leuven,1.0,3.0,0.0,1.0,A,12.0,8.0,3.0,4.0,11.0,13.0,6.0,2.0,2.0,1.0,0.0,0.0,2.59,3.54,2.66,2.51,3.5,2.64,2.1,1.0,0.0,0.0
2022-02-05,17:30:00,Standard,Cercle Brugge,1.0,1.0,0.0,1.0,A,9.0,17.0,5.0,6.0,18.0,19.0,4.0,8.0,6.0,3.0,0.0,1.0,2.81,3.22,2.65,2.71,3.31,2.55,1.88,0.0,1.0,0.0
2022-02-05,15:15:00,Kortrijk,St Truiden,1.0,3.0,0.0,2.0,A,12.0,11.0,3.0,4.0,18.0,18.0,6.0,2.0,3.0,4.0,0.0,0.0,2.3,3.54,3.05,2.31,3.41,2.97,1.83,1.0,0.0,0.0
2022-02-04,19:45:00,Charleroi,Seraing,2.0,0.0,1.0,0.0,H,10.0,7.0,3.0,1.0,11.0,6.0,6.0,8.0,1.0,3.0,0.0,1.0,1.63,4.18,5.4,1.62,4.09,5.04,2.3,0.0,0.0,1.0
2022-02-02,17:45:00,Kortrijk,Antwerp,0.0,2.0,0.0,1.0,A,28.0,5.0,5.0,2.0,9.0,3.0,8.0,1.0,2.0,1.0,1.0,1.0,3.09,3.79,2.19,2.96,3.6,2.23,1.97,1.0,0.0,0.0
2022-01-30,20:00:00,Kortrijk,Club Brugge,0.0,1.0,0.0,0.0,D,8.0,17.0,1.0,6.0,10.0,13.0,3.0,4.0,2.0,1.0,0.0,0.0,5.15,3.85,1.68,4.78,3.94,1.66,2.21,1.0,0.0,0.0
2022-01-30,17:30:00,Standard,Mechelen,1.0,2.0,1.0,0.0,H,17.0,8.0,8.0,4.0,11.0,16.0,6.0,5.0,1.0,4.0,0.0,0.0,2.05,3.66,3.51,2.05,3.58,3.37,2.24,1.0,0.0,0.0
2022-01-30,15:00:00,Gent,Antwerp,0.0,1.0,0.0,1.0,A,16.0,3.0,4.0,2.0,11.0,14.0,8.0,7.0,3.0,3.0,0.0,0.0,1.85,3.86,4.02,1.85,3.69,3.99,2.08,1.0,0.0,0.0
2022-01-30,12:30:00,St. Gilloise,Anderlecht,1.0,0.0,1.0,0.0,H,6.0,9.0,5.0,3.0,15.0,14.0,5.0,2.0,3.0,1.0,0.0,0.0,2.31,3.72,2.92,2.29,3.56,2.89,2.05,0.0,0.0,1.0
2022-01-29,19:45:00,Cercle Brugge,Oostende,0.0,1.0,0.0,0.0,D,10.0,11.0,2.0,3.0,14.0,14.0,5.0,4.0,1.0,2.0,0.0,0.0,1.56,4.19,5.85,1.54,4.21,5.68,2.05,1.0,0.0,0.0
2022-01-29,17:30:00,Seraing,Eupen,0.0,0.0,0.0,0.0,D,14.0,10.0,5.0,2.0,8.0,16.0,6.0,1.0,2.0,3.0,0.0,0.0,2.49,3.47,2.82,2.43,3.38,2.79,1.93,0.0,1.0,0.0
2022-01-29,15:15:00,Beerschot VA,Waregem,3.0,3.0,1.0,3.0,A,18.0,8.0,7.0,3.0,12.0,16.0,13.0,1.0,1.0,3.0,0.0,0.0,2.27,3.82,2.92,2.28,3.57,2.89,2.14,0.0,1.0,0.0
2022-01-28,19:45:00,St Truiden,Charleroi,0.0,1.0,0.0,1.0,A,18.0,13.0,3.0,2.0,12.0,9.0,10.0,4.0,1.0,1.0,0.0,0.0,2.67,3.24,2.86,2.61,3.22,2.74,1.8,1.0,0.0,0.0
2022-01-27,19:45:00,Club Brugge,St. Gilloise,0.0,0.0,0.0,0.0,D,10.0,17.0,1.0,6.0,14.0,14.0,4.0,9.0,1.0,4.0,0.0,0.0,2.02,3.92,3.37,2.03,3.65,3.34,2.32,0.0,1.0,0.0
2022-01-26,20:00:00,Anderlecht,Cercle Brugge,0.0,2.0,0.0,0.0,D,3.0,17.0,0.0,9.0,10.0,17.0,4.0,1.0,1.0,2.0,1.0,0.0,1.67,4.11,4.85,1.65,4.0,4.83,2.03,1.0,0.0,0.0
2022-01-26,20:00:00,Seraing,Beerschot VA,2.0,1.0,1.0,0.0,H,14.0,14.0,4.0,4.0,10.0,8.0,5.0,9.0,2.0,1.0,0.0,0.0,2.06,3.69,3.46,2.01,3.63,3.42,1.98,0.0,0.0,1.0
2022-01-26,17:45:00,Eupen,Standard,0.0,2.0,0.0,1.0,A,16.0,14.0,3.0,4.0,7.0,9.0,11.0,2.0,1.0,2.0,0.0,0.0,3.15,3.37,2.32,3.01,3.41,2.27,2.09,1.0,0.0,0.0
2022-01-26,17:45:00,Waregem,Oud-Heverlee Leuven,1.0,1.0,1.0,1.0,D,10.0,10.0,4.0,3.0,6.0,10.0,6.0,2.0,2.0,2.0,0.0,0.0,2.74,3.69,2.45,2.68,3.58,2.42,2.55,0.0,1.0,0.0
2022-01-25,20:00:00,Charleroi,Kortrijk,1.0,1.0,1.0,1.0,D,19.0,7.0,10.0,2.0,14.0,11.0,6.0,2.0,2.0,3.0,0.0,0.0,1.98,3.56,4.01,1.94,3.54,3.79,2.0,0.0,1.0,0.0
2022-01-25,20:00:00,Gent,Oostende,1.0,1.0,0.0,1.0,A,17.0,4.0,6.0,2.0,9.0,15.0,5.0,3.0,1.0,3.0,0.0,0.0,1.42,4.59,8.54,1.4,4.75,7.32,2.44,0.0,1.0,0.0
2022-01-25,17:45:00,Antwerp,St Truiden,1.0,1.0,1.0,0.0,H,13.0,7.0,3.0,2.0,7.0,16.0,8.0,5.0,0.0,2.0,0.0,0.0,1.88,3.62,4.41,1.85,3.55,4.16,1.86,0.0,1.0,0.0
2022-01-23,20:00:00,Cercle Brugge,Waregem,3.0,1.0,2.0,0.0,H,12.0,10.0,5.0,4.0,15.0,10.0,3.0,5.0,3.0,4.0,0.0,0.0,1.56,4.33,5.69,1.54,4.25,5.51,2.27,0.0,0.0,1.0
2022-01-23,17:30:00,Mechelen,Anderlecht,0.0,1.0,0.0,1.0,A,3.0,8.0,0.0,5.0,12.0,6.0,4.0,4.0,3.0,2.0,0.0,0.0,4.33,4.06,1.75,4.18,3.94,1.74,2.43,1.0,0.0,0.0
2022-01-23,15:00:00,St. Gilloise,Genk,2.0,1.0,1.0,0.0,H,8.0,8.0,5.0,2.0,15.0,11.0,5.0,6.0,3.0,0.0,0.0,0.0,1.94,3.99,3.55,1.92,3.8,3.55,2.37,0.0,0.0,1.0
2022-01-23,12:30:00,Standard,Club Brugge,2.0,2.0,1.0,1.0,D,12.0,19.0,6.0,6.0,13.0,9.0,5.0,7.0,2.0,1.0,0.0,1.0,4.17,4.03,1.79,4.16,3.87,1.77,2.19,0.0,1.0,0.0
2022-01-22,19:45:00,Charleroi,Gent,0.0,0.0,0.0,0.0,D,12.0,8.0,4.0,4.0,13.0,12.0,4.0,4.0,1.0,1.0,0.0,0.0,3.4,3.5,2.15,3.18,3.48,2.16,2.06,0.0,1.0,0.0
2022-01-22,17:30:00,Beerschot VA,Oud-Heverlee Leuven,3.0,1.0,2.0,1.0,H,15.0,17.0,12.0,5.0,14.0,13.0,8.0,5.0,1.0,3.0,0.0,0.0,3.12,3.74,2.19,3.05,3.56,2.19,2.18,0.0,0.0,1.0
2022-01-22,17:30:00,St Truiden,Seraing,3.0,1.0,1.0,1.0,D,13.0,9.0,6.0,1.0,14.0,6.0,6.0,1.0,2.0,2.0,0.0,0.0,1.83,3.86,4.16,1.83,3.69,4.07,2.03,0.0,0.0,1.0
2022-01-22,15:15:00,Kortrijk,Eupen,1.0,1.0,0.0,1.0,A,18.0,11.0,5.0,3.0,15.0,15.0,5.0,1.0,0.0,1.0,0.0,0.0,1.93,3.49,4.1,1.89,3.53,3.96,1.93,0.0,1.0,0.0
2022-01-21,19:45:00,Oostende,Antwerp,1.0,2.0,0.0,0.0,D,12.0,14.0,6.0,5.0,8.0,7.0,5.0,8.0,1.0,2.0,0.0,0.0,3.76,3.99,1.93,3.58,3.76,1.94,2.16,1.0,0.0,0.0
2022-01-18,19:00:00,Seraing,St. Gilloise,0.0,4.0,0.0,2.0,A,14.0,9.0,3.0,6.0,10.0,15.0,7.0,0.0,2.0,1.0,0.0,1.0,7.79,4.75,1.4,7.56,4.81,1.38,2.41,1.0,0.0,0.0
2022-01-16,20:00:00,Genk,Beerschot VA,4.0,1.0,2.0,0.0,H,19.0,8.0,10.0,4.0,10.0,8.0,8.0,4.0,1.0,2.0,0.0,0.0,1.31,5.72,9.07,1.32,5.43,8.34,2.61,0.0,0.0,1.0
2022-01-16,17:30:00,Anderlecht,Standard,1.0,1.0,1.0,0.0,H,15.0,6.0,3.0,1.0,10.0,14.0,3.0,1.0,1.0,3.0,0.0,0.0,1.45,4.65,6.77,1.45,4.6,6.43,2.39,0.0,1.0,0.0
2022-01-16,15:00:00,Eupen,Cercle Brugge,0.0,2.0,0.0,0.0,D,5.0,14.0,3.0,6.0,11.0,17.0,3.0,3.0,2.0,2.0,0.0,0.0,3.92,3.45,2.0,3.68,3.48,1.97,2.05,1.0,0.0,0.0
2022-01-16,12:30:00,Antwerp,Charleroi,3.0,0.0,2.0,0.0,H,16.0,13.0,4.0,3.0,12.0,10.0,3.0,4.0,2.0,2.0,0.0,0.0,1.95,3.59,3.91,1.96,3.66,3.58,2.35,0.0,0.0,1.0
2022-01-15,19:45:00,Club Brugge,St Truiden,2.0,0.0,1.0,0.0,H,19.0,5.0,8.0,2.0,8.0,11.0,7.0,1.0,0.0,4.0,0.0,0.0,1.28,5.87,10.29,1.28,5.66,9.46,2.47,0.0,0.0,1.0
2022-01-14,19:45:00,Gent,Kortrijk,2.0,2.0,1.0,1.0,D,22.0,13.0,5.0,6.0,9.0,19.0,6.0,6.0,1.0,5.0,0.0,0.0,1.42,4.74,8.05,1.41,4.61,7.49,2.16,0.0,1.0,0.0
2021-12-27,20:00:00,Beerschot VA,Anderlecht,0.0,7.0,0.0,3.0,A,5.0,16.0,2.0,9.0,15.0,10.0,4.0,7.0,2.0,0.0,1.0,0.0,5.31,4.36,1.58,5.12,4.19,1.59,2.3,1.0,0.0,0.0
2021-12-27,20:00:00,St Truiden,Eupen,2.0,0.0,1.0,0.0,H,13.0,9.0,4.0,1.0,12.0,16.0,6.0,2.0,1.0,3.0,0.0,0.0,2.26,3.61,3.08,2.23,3.48,3.03,2.04,0.0,0.0,1.0
2021-12-27,17:45:00,Charleroi,Oud-Heverlee Leuven,0.0,3.0,0.0,1.0,A,19.0,12.0,7.0,6.0,8.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,1.73,4.01,4.52,1.71,3.99,4.38,2.33,1.0,0.0,0.0
2021-12-27,17:45:00,Mechelen,Seraing,2.0,0.0,0.0,0.0,D,18.0,19.0,6.0,4.0,12.0,5.0,6.0,10.0,4.0,3.0,0.0,0.0,1.68,4.01,4.94,1.66,4.02,4.65,2.33,0.0,0.0,1.0
2021-12-26,20:00:00,Oostende,Genk,0.0,4.0,0.0,3.0,A,7.0,15.0,2.0,11.0,15.0,8.0,1.0,9.0,1.0,1.0,0.0,1.0,3.59,3.87,1.96,3.49,3.75,1.96,2.3,1.0,0.0,0.0
2021-12-26,17:30:00,St. Gilloise,Gent,0.0,0.0,0.0,0.0,D,6.0,10.0,0.0,2.0,11.0,11.0,5.0,6.0,0.0,3.0,0.0,0.0,2.22,3.65,3.12,2.18,3.61,3.04,2.12,0.0,1.0,0.0
2021-12-26,15:00:00,Standard,Waregem,0.0,1.0,0.0,0.0,D,19.0,8.0,2.0,2.0,16.0,10.0,8.0,1.0,2.0,1.0,1.0,0.0,1.66,4.43,4.52,1.62,4.32,4.61,2.65,1.0,0.0,0.0
2021-12-26,12:30:00,Cercle Brugge,Club Brugge,2.0,0.0,0.0,0.0,D,12.0,11.0,5.0,5.0,16.0,11.0,4.0,7.0,3.0,2.0,0.0,0.0,4.18,4.04,1.78,4.13,3.88,1.78,2.21,0.0,0.0,1.0
2021-12-19,20:00:00,Oud-Heverlee Leuven,Standard,2.0,1.0,2.0,0.0,H,6.0,22.0,3.0,7.0,9.0,15.0,2.0,5.0,1.0,4.0,0.0,0.0,2.41,3.62,2.83,2.45,3.48,2.73,2.15,0.0,0.0,1.0
2021-12-19,17:30:00,Genk,Antwerp,1.0,1.0,1.0,0.0,H,10.0,7.0,2.0,2.0,7.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,1.93,3.82,3.76,1.94,3.72,3.58,2.42,0.0,1.0,0.0
2021-12-19,15:00:00,Eupen,Charleroi,0.0,4.0,0.0,3.0,A,24.0,10.0,8.0,4.0,16.0,7.0,4.0,1.0,4.0,0.0,0.0,0.0,3.01,3.5,2.34,2.88,3.46,2.35,2.2,1.0,0.0,0.0
2021-12-19,12:30:00,Club Brugge,Anderlecht,2.0,2.0,1.0,0.0,H,16.0,12.0,5.0,6.0,16.0,8.0,9.0,8.0,1.0,2.0,0.0,0.0,2.02,3.68,3.6,1.92,3.68,3.71,2.01,0.0,1.0,0.0
2021-12-18,19:45:00,Gent,St Truiden,2.0,1.0,1.0,0.0,H,8.0,15.0,4.0,3.0,13.0,8.0,5.0,6.0,3.0,1.0,0.0,0.0,1.35,4.87,9.38,1.36,4.76,8.54,2.02,0.0,0.0,1.0
2021-12-18,17:30:00,St. Gilloise,Cercle Brugge,3.0,2.0,0.0,2.0,A,18.0,10.0,5.0,4.0,14.0,15.0,7.0,2.0,5.0,3.0,0.0,0.0,1.6,4.37,5.17,1.59,4.27,5.05,2.35,0.0,0.0,1.0
2021-12-18,17:30:00,Waregem,Mechelen,3.0,2.0,0.0,1.0,A,19.0,11.0,6.0,6.0,10.0,14.0,9.0,5.0,2.0,1.0,0.0,0.0,3.45,4.06,1.96,3.34,3.87,1.98,2.65,0.0,0.0,1.0
2021-12-18,15:15:00,Beerschot VA,Oostende,0.0,2.0,0.0,2.0,A,13.0,14.0,3.0,6.0,9.0,19.0,8.0,5.0,0.0,5.0,1.0,1.0,2.33,3.72,2.88,2.31,3.56,2.86,2.2,1.0,0.0,0.0
2021-12-17,19:45:00,Seraing,Kortrijk,0.0,2.0,0.0,0.0,D,9.0,6.0,2.0,5.0,15.0,14.0,7.0,1.0,2.0,3.0,0.0,0.0,2.63,3.6,2.67,2.57,3.47,2.61,2.1,1.0,0.0,0.0
2021-12-16,20:00:00,Genk,Charleroi,4.0,2.0,2.0,2.0,D,17.0,11.0,6.0,2.0,12.0,8.0,9.0,4.0,2.0,3.0,0.0,0.0,1.91,3.69,3.96,1.9,3.78,3.7,2.37,0.0,0.0,1.0
2021-12-16,17:45:00,Antwerp,Eupen,4.0,2.0,2.0,1.0,H,16.0,13.0,6.0,8.0,3.0,8.0,3.0,5.0,0.0,1.0,0.0,0.0,1.59,4.36,5.26,1.59,4.28,4.99,2.4,0.0,0.0,1.0
2021-12-15,20:00:00,Oud-Heverlee Leuven,Club Brugge,1.0,4.0,0.0,1.0,A,16.0,14.0,7.0,4.0,7.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,5.52,4.39,1.56,5.4,4.28,1.55,2.31,1.0,0.0,0.0
2021-12-15,17:45:00,Mechelen,Gent,4.0,3.0,1.0,1.0,D,12.0,22.0,5.0,9.0,13.0,10.0,4.0,10.0,2.0,0.0,0.0,0.0,3.95,3.86,1.87,3.79,3.8,1.87,2.22,0.0,0.0,1.0
2021-12-15,17:45:00,Waregem,St. Gilloise,0.0,2.0,0.0,2.0,A,12.0,14.0,4.0,9.0,9.0,14.0,6.0,9.0,0.0,4.0,0.0,0.0,6.77,5.09,1.41,6.65,5.01,1.41,2.96,1.0,0.0,0.0
2021-12-14,20:00:00,Anderlecht,St Truiden,2.0,0.0,0.0,0.0,D,18.0,8.0,4.0,2.0,9.0,17.0,6.0,6.0,0.0,2.0,0.0,0.0,1.43,4.65,7.96,1.41,4.66,7.31,2.21,0.0,0.0,1.0
2021-12-14,20:00:00,Oostende,Kortrijk,0.0,2.0,0.0,1.0,A,12.0,13.0,0.0,4.0,10.0,10.0,6.0,4.0,1.0,1.0,0.0,0.0,2.47,3.71,2.79,2.43,3.54,2.73,2.3,1.0,0.0,0.0
2021-12-14,17:45:00,Cercle Brugge,Seraing,2.0,0.0,2.0,0.0,H,12.0,7.0,5.0,1.0,19.0,10.0,5.0,5.0,1.0,1.0,0.0,0.0,1.56,4.35,5.94,1.56,4.19,5.6,2.18,0.0,0.0,1.0
2021-12-12,20:00:00,Club Brugge,Waregem,3.0,0.0,1.0,0.0,H,21.0,7.0,7.0,0.0,12.0,14.0,7.0,1.0,0.0,3.0,0.0,0.0,1.19,7.09,13.16,1.19,7.04,12.18,3.35,0.0,0.0,1.0
2021-12-12,17:30:00,Gent,Genk,1.0,0.0,1.0,0.0,H,13.0,12.0,6.0,3.0,9.0,11.0,5.0,4.0,1.0,2.0,0.0,0.0,1.81,4.05,4.03,1.78,3.85,4.17,2.17,0.0,0.0,1.0
2021-12-12,15:00:00,St. Gilloise,Mechelen,2.0,0.0,1.0,0.0,H,13.0,15.0,4.0,3.0,14.0,14.0,6.0,5.0,4.0,2.0,0.0,0.0,1.55,4.47,5.5,1.55,4.39,5.35,2.54,0.0,0.0,1.0
2021-12-12,12:30:00,Antwerp,Standard,2.0,3.0,0.0,0.0,D,10.0,10.0,4.0,8.0,9.0,15.0,4.0,6.0,4.0,6.0,2.0,1.0,1.9,3.64,4.08,1.9,3.61,3.87,2.05,1.0,0.0,0.0
2021-12-11,19:45:00,Seraing,Anderlecht,0.0,5.0,0.0,3.0,A,5.0,17.0,1.0,7.0,8.0,8.0,2.0,9.0,0.0,2.0,1.0,0.0,5.35,4.35,1.58,5.42,4.31,1.55,2.31,1.0,0.0,0.0
2021-12-11,17:30:00,Eupen,Beerschot VA,1.0,0.0,1.0,0.0,H,15.0,21.0,7.0,4.0,8.0,10.0,5.0,7.0,1.0,1.0,0.0,0.0,2.07,3.74,3.41,2.05,3.67,3.34,2.18,0.0,0.0,1.0
2021-12-11,17:30:00,St Truiden,Cercle Brugge,1.0,2.0,0.0,0.0,D,12.0,11.0,4.0,5.0,9.0,17.0,6.0,9.0,1.0,4.0,0.0,1.0,2.96,2.93,2.74,2.92,3.02,2.59,1.65,1.0,0.0,0.0
2021-12-11,15:15:00,Kortrijk,Oud-Heverlee Leuven,2.0,1.0,0.0,0.0,D,8.0,18.0,2.0,2.0,11.0,11.0,6.0,7.0,3.0,0.0,1.0,1.0,2.2,3.56,3.24,2.13,3.53,3.23,2.11,0.0,0.0,1.0
2021-12-10,19:45:00,Charleroi,Oostende,1.0,0.0,0.0,0.0,D,11.0,19.0,6.0,3.0,8.0,10.0,5.0,9.0,0.0,1.0,0.0,0.0,1.53,4.72,5.76,1.51,4.55,5.6,2.58,0.0,0.0,1.0
2021-12-05,20:00:00,Mechelen,Genk,1.0,1.0,0.0,1.0,A,11.0,11.0,3.0,5.0,10.0,5.0,5.0,10.0,1.0,0.0,1.0,0.0,2.91,3.97,2.23,2.84,3.73,2.26,2.51,0.0,1.0,0.0
2021-12-05,17:30:00,Standard,Charleroi,0.0,3.0,0.0,2.0,A,16.0,8.0,3.0,5.0,15.0,9.0,4.0,1.0,7.0,2.0,0.0,0.0,2.31,3.88,2.82,2.24,3.67,2.91,2.07,1.0,0.0,0.0
2021-12-05,15:00:00,Anderlecht,Waregem,3.0,2.0,1.0,1.0,D,17.0,11.0,7.0,4.0,9.0,13.0,5.0,0.0,2.0,2.0,0.0,0.0,1.22,6.44,12.48,1.22,6.36,11.56,2.8,0.0,0.0,1.0
2021-12-05,12:30:00,Beerschot VA,Antwerp,0.0,1.0,0.0,0.0,D,13.0,15.0,3.0,6.0,12.0,13.0,5.0,7.0,4.0,1.0,0.0,0.0,2.9,3.65,2.35,2.83,3.56,2.34,2.11,1.0,0.0,0.0
2021-12-04,19:45:00,Club Brugge,Seraing,3.0,2.0,3.0,2.0,H,17.0,13.0,8.0,5.0,9.0,10.0,1.0,3.0,0.0,4.0,0.0,0.0,1.25,6.06,10.97,1.25,5.94,10.5,2.58,0.0,0.0,1.0
2021-12-04,17:30:00,Kortrijk,Cercle Brugge,0.0,2.0,0.0,1.0,A,13.0,17.0,1.0,5.0,17.0,25.0,7.0,4.0,2.0,4.0,0.0,0.0,2.56,3.59,2.67,2.52,3.51,2.64,1.95,1.0,0.0,0.0
2021-12-04,17:30:00,Oostende,Eupen,2.0,1.0,0.0,1.0,A,17.0,4.0,6.0,2.0,8.0,11.0,10.0,1.0,2.0,2.0,0.0,0.0,2.45,3.73,2.72,2.41,3.61,2.69,2.32,0.0,0.0,1.0
2021-12-04,15:15:00,Oud-Heverlee Leuven,Gent,0.0,1.0,0.0,1.0,A,14.0,16.0,2.0,8.0,5.0,17.0,5.0,11.0,2.0,5.0,0.0,0.0,4.22,4.06,1.77,4.17,3.95,1.76,2.16,1.0,0.0,0.0
2021-12-03,19:45:00,St Truiden,St. Gilloise,1.0,2.0,0.0,1.0,A,9.0,13.0,3.0,9.0,10.0,10.0,2.0,6.0,2.0,2.0,0.0,0.0,3.96,3.37,2.06,3.75,3.38,2.02,1.86,1.0,0.0,0.0
2021-11-28,20:00:00,Antwerp,Oostende,3.0,0.0,0.0,0.0,D,14.0,4.0,8.0,1.0,10.0,16.0,4.0,4.0,1.0,2.0,0.0,0.0,1.72,4.12,4.46,1.72,3.95,4.36,2.07,0.0,0.0,1.0
2021-11-28,17:30:00,Gent,Standard,3.0,1.0,1.0,0.0,H,19.0,8.0,8.0,5.0,9.0,5.0,12.0,4.0,0.0,2.0,0.0,0.0,1.56,4.13,5.96,1.54,4.16,5.7,2.18,0.0,0.0,1.0
2021-11-28,15:00:00,Waregem,Beerschot VA,2.0,0.0,2.0,0.0,H,15.0,14.0,6.0,5.0,12.0,11.0,2.0,5.0,1.0,1.0,0.0,0.0,2.67,3.81,2.46,2.64,3.63,2.45,2.33,0.0,0.0,1.0
2021-11-28,12:30:00,Genk,Club Brugge,2.0,3.0,0.0,1.0,A,13.0,8.0,5.0,4.0,17.0,11.0,5.0,6.0,1.0,3.0,0.0,1.0,2.84,3.69,2.29,2.9,3.67,2.24,2.39,1.0,0.0,0.0
2021-11-27,19:45:00,Charleroi,Anderlecht,1.0,3.0,0.0,1.0,A,8.0,14.0,2.0,6.0,13.0,7.0,4.0,8.0,1.0,1.0,0.0,0.0,3.43,3.65,2.08,3.36,3.6,2.06,2.09,1.0,0.0,0.0
2021-11-27,17:30:00,Cercle Brugge,Mechelen,3.0,1.0,1.0,1.0,D,18.0,4.0,9.0,2.0,12.0,15.0,6.0,2.0,1.0,2.0,0.0,0.0,2.41,3.74,2.76,2.4,3.58,2.74,2.23,0.0,0.0,1.0
2021-11-27,17:30:00,Eupen,Kortrijk,2.0,2.0,2.0,1.0,H,13.0,17.0,5.0,8.0,15.0,8.0,7.0,11.0,2.0,1.0,0.0,0.0,2.33,3.58,2.98,2.28,3.5,2.96,2.08,0.0,1.0,0.0
2021-11-27,15:15:00,Seraing,St Truiden,2.0,0.0,1.0,0.0,H,9.0,11.0,2.0,6.0,12.0,16.0,2.0,6.0,0.0,0.0,0.0,0.0,2.99,3.39,2.42,2.88,3.36,2.4,1.93,0.0,0.0,1.0
2021-11-26,19:45:00,St. Gilloise,Oud-Heverlee Leuven,1.0,3.0,0.0,2.0,A,14.0,6.0,2.0,5.0,13.0,13.0,5.0,2.0,3.0,3.0,0.0,0.0,1.31,6.11,9.17,1.3,5.88,8.62,2.87,1.0,0.0,0.0
2021-11-21,20:00:00,Beerschot VA,Genk,2.0,0.0,1.0,0.0,H,10.0,19.0,3.0,4.0,10.0,5.0,4.0,7.0,1.0,1.0,0.0,0.0,4.72,3.93,1.72,4.48,3.98,1.7,2.43,0.0,0.0,1.0
2021-11-21,17:30:00,Oostende,St. Gilloise,1.0,7.0,1.0,4.0,A,6.0,15.0,1.0,8.0,11.0,6.0,5.0,5.0,1.0,0.0,0.0,0.0,5.99,4.15,1.56,5.66,4.25,1.54,2.31,1.0,0.0,0.0
2021-11-21,15:00:00,St Truiden,Antwerp,2.0,1.0,2.0,0.0,H,12.0,12.0,7.0,4.0,17.0,12.0,5.0,5.0,2.0,0.0,0.0,0.0,2.77,3.83,2.37,2.73,3.56,2.4,1.94,0.0,0.0,1.0
2021-11-21,12:30:00,Anderlecht,Kortrijk,1.0,1.0,0.0,1.0,A,21.0,11.0,4.0,5.0,8.0,15.0,10.0,2.0,0.0,4.0,1.0,0.0,1.41,4.77,7.47,1.41,4.75,7.17,2.26,0.0,1.0,0.0
2021-11-20,19:45:00,Standard,Eupen,1.0,0.0,1.0,0.0,H,17.0,13.0,6.0,2.0,6.0,13.0,6.0,8.0,1.0,2.0,0.0,0.0,1.96,3.87,3.61,1.96,3.71,3.55,2.17,0.0,0.0,1.0
2021-11-20,17:30:00,Oud-Heverlee Leuven,Seraing,1.0,3.0,0.0,1.0,A,10.0,12.0,5.0,3.0,13.0,11.0,6.0,1.0,3.0,3.0,0.0,0.0,1.78,4.17,4.09,1.78,3.99,4.02,2.26,1.0,0.0,0.0
2021-11-20,17:30:00,Waregem,Gent,1.0,2.0,0.0,0.0,D,8.0,16.0,2.0,4.0,11.0,18.0,5.0,6.0,4.0,4.0,0.0,0.0,6.9,4.83,1.43,6.35,4.8,1.44,2.6,1.0,0.0,0.0
2021-11-20,15:15:00,Cercle Brugge,Charleroi,1.0,2.0,0.0,2.0,A,24.0,11.0,7.0,4.0,13.0,13.0,3.0,3.0,1.0,4.0,0.0,0.0,2.63,3.67,2.55,2.58,3.51,2.57,2.02,1.0,0.0,0.0
2021-11-19,19:45:00,Mechelen,Club Brugge,2.0,1.0,0.0,0.0,D,11.0,17.0,4.0,5.0,18.0,11.0,11.0,3.0,3.0,1.0,0.0,0.0,4.56,4.16,1.74,4.36,4.02,1.72,2.37,0.0,0.0,1.0
