Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA,AvgH,AvgD,AvgA,P<2.5,FTR_A,FTR_D,FTR_H
2023-08-13,17:30:00,Charleroi,Standard,1.0,1.0,0.0,1.0,A,18.0,7.0,3.0,2.0,11.0,12.0,13.0,2.0,3.0,2.0,1.0,1.0,2.07,3.64,3.47,2.04,3.59,3.36,2.07,0.0,1.0,0.0
2023-08-13,15:00:00,Cercle Brugge,Genk,0.0,1.0,0.0,0.0,D,13.0,10.0,2.0,3.0,8.0,20.0,5.0,3.0,2.0,3.0,0.0,0.0,2.72,3.73,2.45,2.75,3.67,2.33,2.39,1.0,0.0,0.0
2023-08-13,15:00:00,Eupen,Club Brugge,0.0,5.0,0.0,3.0,A,9.0,13.0,1.0,7.0,9.0,13.0,4.0,6.0,0.0,2.0,0.0,0.0,5.62,4.33,1.56,5.28,4.29,1.55,2.4,1.0,0.0,0.0
2023-08-13,12:30:00,St Truiden,Anderlecht,0.0,1.0,0.0,0.0,D,14.0,9.0,5.0,3.0,13.0,15.0,6.0,1.0,4.0,5.0,0.0,1.0,3.46,3.45,2.15,3.26,3.41,2.15,1.87,1.0,0.0,0.0
2023-08-12,17:15:00,St. Gilloise,Oud-Heverlee Leuven,5.0,1.0,2.0,1.0,H,16.0,4.0,9.0,1.0,10.0,15.0,0.0,3.0,1.0,4.0,0.0,0.0,1.51,4.42,6.74,1.47,4.61,6.06,2.51,0.0,0.0,1.0
2023-08-12,15:00:00,RWD Molenbeek,Mechelen,1.0,0.0,0.0,0.0,D,18.0,9.0,8.0,4.0,12.0,11.0,7.0,4.0,3.0,1.0,0.0,0.0,2.25,3.89,3.01,2.24,3.67,2.9,2.36,0.0,0.0,1.0
2023-08-11,19:45:00,Antwerp,Kortrijk,6.0,0.0,4.0,0.0,H,25.0,4.0,9.0,1.0,8.0,11.0,4.0,1.0,0.0,2.0,0.0,0.0,1.26,6.31,11.17,1.26,5.86,10.02,2.61,0.0,0.0,1.0
2023-08-06,18:15:00,Kortrijk,St Truiden,0.0,1.0,0.0,0.0,D,8.0,14.0,1.0,4.0,10.0,12.0,0.0,14.0,1.0,2.0,0.0,0.0,2.85,3.35,2.53,2.8,3.36,2.44,1.86,1.0,0.0,0.0
2023-08-06,17:30:00,Westerlo,Club Brugge,0.0,1.0,0.0,1.0,A,11.0,20.0,3.0,8.0,7.0,9.0,4.0,5.0,1.0,0.0,0.0,0.0,3.69,3.7,1.98,3.48,3.72,1.97,2.29,1.0,0.0,0.0
2023-08-06,15:00:00,Mechelen,Gent,0.0,1.0,0.0,0.0,D,14.0,12.0,2.0,3.0,14.0,14.0,7.0,3.0,2.0,3.0,0.0,0.0,3.78,4.04,1.87,3.81,3.88,1.83,2.36,1.0,0.0,0.0
2023-08-06,12:30:00,Anderlecht,Antwerp,1.0,0.0,1.0,0.0,H,9.0,5.0,2.0,3.0,9.0,19.0,3.0,6.0,1.0,1.0,0.0,0.0,2.65,3.7,2.55,2.55,3.5,2.58,2.05,0.0,0.0,1.0
2023-08-05,19:45:00,Oud-Heverlee Leuven,RWD Molenbeek,1.0,2.0,1.0,1.0,D,18.0,15.0,5.0,4.0,14.0,18.0,15.0,6.0,4.0,1.0,0.0,0.0,1.82,4.01,4.23,1.78,3.87,4.1,2.29,1.0,0.0,0.0
2023-08-05,17:15:00,Cercle Brugge,Charleroi,2.0,0.0,2.0,0.0,H,19.0,8.0,3.0,3.0,11.0,13.0,4.0,5.0,0.0,3.0,0.0,0.0,1.92,3.8,3.98,1.87,3.75,3.8,2.17,0.0,0.0,1.0
2023-08-05,15:00:00,Genk,Eupen,0.0,1.0,0.0,1.0,A,28.0,5.0,3.0,2.0,11.0,11.0,7.0,2.0,1.0,2.0,0.0,0.0,1.29,6.28,9.53,1.29,5.67,8.88,2.74,1.0,0.0,0.0
2023-08-04,19:45:00,Standard,St. Gilloise,0.0,1.0,0.0,1.0,A,8.0,24.0,3.0,8.0,9.0,12.0,2.0,13.0,4.0,1.0,1.0,0.0,3.87,3.67,1.98,3.55,3.61,1.99,2.13,1.0,0.0,0.0
2023-07-30,18:15:00,St Truiden,Standard,1.0,0.0,0.0,0.0,D,11.0,7.0,3.0,3.0,13.0,11.0,3.0,2.0,1.0,1.0,0.0,0.0,2.71,3.27,2.71,2.64,3.26,2.63,1.76,0.0,0.0,1.0
2023-07-30,17:30:00,Club Brugge,Mechelen,1.0,1.0,0.0,1.0,A,21.0,9.0,5.0,2.0,8.0,9.0,4.0,3.0,2.0,2.0,1.0,0.0,1.47,4.68,6.33,1.47,4.57,6.16,2.38,0.0,1.0,0.0
2023-07-30,15:00:00,Gent,Kortrijk,3.0,2.0,2.0,1.0,H,17.0,10.0,4.0,3.0,5.0,9.0,7.0,5.0,1.0,4.0,0.0,0.0,1.33,5.51,8.63,1.32,5.23,8.52,2.39,0.0,0.0,1.0
2023-07-30,12:30:00,Antwerp,Cercle Brugge,1.0,0.0,1.0,0.0,H,15.0,8.0,4.0,1.0,15.0,13.0,7.0,7.0,0.0,2.0,0.0,0.0,1.85,3.6,4.36,1.82,3.61,4.18,1.95,0.0,0.0,1.0
2023-07-29,19:45:00,RWD Molenbeek,Genk,0.0,4.0,0.0,3.0,A,10.0,28.0,4.0,10.0,11.0,11.0,2.0,6.0,1.0,0.0,0.0,0.0,3.67,3.9,1.98,3.6,3.69,1.94,2.14,1.0,0.0,0.0
2023-07-29,17:15:00,Charleroi,Oud-Heverlee Leuven,1.0,1.0,1.0,0.0,H,4.0,19.0,2.0,5.0,7.0,12.0,2.0,6.0,3.0,1.0,1.0,0.0,2.03,3.73,3.65,1.99,3.59,3.56,2.09,0.0,1.0,0.0
2023-07-29,15:00:00,Eupen,Westerlo,2.0,2.0,1.0,0.0,H,13.0,22.0,6.0,5.0,14.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,3.56,3.56,2.12,3.36,3.46,2.11,1.95,0.0,1.0,0.0
2023-07-28,19:45:00,St. Gilloise,Anderlecht,2.0,0.0,1.0,0.0,H,10.0,5.0,3.0,2.0,16.0,13.0,3.0,3.0,5.0,3.0,0.0,0.0,2.22,3.63,3.24,2.21,3.46,3.1,2.02,0.0,0.0,1.0
2023-04-23,17:30:00,Anderlecht,Mechelen,2.0,3.0,1.0,2.0,A,19.0,15.0,9.0,7.0,11.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,1.35,5.24,8.18,1.34,5.18,7.79,2.58,1.0,0.0,0.0
2023-04-23,17:30:00,Charleroi,Genk,2.0,2.0,1.0,2.0,A,13.0,4.0,6.0,2.0,15.0,13.0,6.0,4.0,3.0,1.0,0.0,0.0,3.59,4.0,1.93,3.5,3.81,1.93,2.38,0.0,1.0,0.0
2023-04-23,17:30:00,Club Brugge,Eupen,7.0,0.0,4.0,0.0,H,33.0,6.0,13.0,0.0,8.0,15.0,4.0,4.0,0.0,3.0,0.0,0.0,1.3,5.64,9.77,1.29,5.51,9.12,2.55,0.0,0.0,1.0
2023-04-23,17:30:00,Gent,Oostende,1.0,2.0,0.0,0.0,D,19.0,13.0,4.0,6.0,4.0,10.0,3.0,5.0,2.0,3.0,0.0,0.0,1.21,7.1,11.31,1.21,6.71,11.56,3.1,1.0,0.0,0.0
2023-04-23,17:30:00,Kortrijk,St. Gilloise,2.0,4.0,2.0,1.0,H,9.0,16.0,5.0,8.0,9.0,14.0,0.0,3.0,1.0,3.0,0.0,0.0,5.46,4.5,1.55,5.4,4.38,1.53,2.37,1.0,0.0,0.0
2023-04-23,17:30:00,Oud-Heverlee Leuven,Standard,3.0,2.0,1.0,0.0,H,12.0,14.0,5.0,5.0,9.0,9.0,6.0,7.0,0.0,2.0,0.0,0.0,2.65,3.74,2.51,2.57,3.6,2.5,2.31,0.0,0.0,1.0
2023-04-23,17:30:00,Waregem,Cercle Brugge,2.0,3.0,0.0,2.0,A,11.0,22.0,3.0,8.0,16.0,21.0,3.0,3.0,2.0,4.0,0.0,0.0,2.94,3.87,2.24,2.94,3.73,2.18,2.47,1.0,0.0,0.0
2023-04-23,12:30:00,St Truiden,Antwerp,0.0,1.0,0.0,0.0,D,10.0,10.0,0.0,4.0,11.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,4.32,3.84,1.81,4.17,3.65,1.81,1.91,1.0,0.0,0.0
2023-04-22,17:15:00,Seraing,Westerlo,1.0,1.0,1.0,1.0,D,10.0,12.0,4.0,1.0,14.0,12.0,6.0,4.0,4.0,1.0,0.0,0.0,5.5,4.36,1.6,5.33,4.2,1.57,2.37,0.0,1.0,0.0
2023-04-16,18:15:00,St. Gilloise,Seraing,2.0,1.0,2.0,0.0,H,19.0,6.0,8.0,2.0,9.0,13.0,11.0,2.0,1.0,1.0,0.0,0.0,1.12,9.45,19.3,1.11,9.35,20.19,3.73,0.0,0.0,1.0
2023-04-16,17:30:00,Antwerp,Kortrijk,1.0,0.0,0.0,0.0,D,14.0,5.0,3.0,2.0,13.0,13.0,12.0,2.0,0.0,1.0,0.0,0.0,1.29,5.45,11.18,1.28,5.49,10.31,2.32,0.0,0.0,1.0
2023-04-16,15:00:00,Mechelen,Gent,1.0,1.0,1.0,1.0,D,2.0,14.0,1.0,5.0,10.0,7.0,3.0,6.0,1.0,1.0,0.0,0.0,5.04,4.2,1.63,4.87,4.08,1.63,2.33,0.0,1.0,0.0
2023-04-16,12:30:00,Genk,Anderlecht,5.0,2.0,2.0,1.0,H,14.0,13.0,9.0,6.0,16.0,17.0,7.0,2.0,2.0,3.0,0.0,0.0,1.83,4.08,3.91,1.83,3.92,3.83,2.57,0.0,0.0,1.0
2023-04-15,19:45:00,Westerlo,Club Brugge,0.0,0.0,0.0,0.0,D,7.0,22.0,1.0,10.0,13.0,8.0,4.0,13.0,4.0,3.0,0.0,0.0,3.29,3.71,2.17,3.17,3.57,2.15,2.22,0.0,1.0,0.0
2023-04-15,17:15:00,Cercle Brugge,St Truiden,3.0,1.0,2.0,0.0,H,10.0,5.0,5.0,1.0,11.0,15.0,4.0,1.0,3.0,0.0,0.0,0.0,1.72,3.94,4.99,1.69,3.81,4.85,1.95,0.0,0.0,1.0
2023-04-15,17:15:00,Oostende,Oud-Heverlee Leuven,0.0,4.0,0.0,2.0,A,13.0,19.0,3.0,8.0,10.0,8.0,7.0,6.0,1.0,0.0,0.0,0.0,2.37,4.21,2.62,2.37,3.85,2.63,2.7,1.0,0.0,0.0
2023-04-15,15:00:00,Eupen,Waregem,1.0,5.0,0.0,4.0,A,11.0,16.0,3.0,9.0,15.0,13.0,4.0,3.0,3.0,1.0,0.0,0.0,2.44,3.59,2.9,2.37,3.51,2.82,2.21,1.0,0.0,0.0
2023-04-14,19:45:00,Standard,Charleroi,3.0,1.0,1.0,0.0,H,10.0,17.0,6.0,5.0,15.0,11.0,5.0,5.0,4.0,1.0,1.0,0.0,2.06,3.7,3.58,2.03,3.59,3.42,2.14,0.0,0.0,1.0
2023-04-09,18:15:00,St Truiden,Oostende,5.0,0.0,2.0,0.0,H,18.0,11.0,11.0,4.0,14.0,12.0,6.0,2.0,1.0,1.0,0.0,0.0,2.33,3.35,3.16,2.26,3.32,3.11,1.75,0.0,0.0,1.0
2023-04-09,17:30:00,Standard,Genk,2.0,0.0,2.0,0.0,H,11.0,19.0,4.0,7.0,17.0,13.0,4.0,7.0,3.0,3.0,0.0,0.0,2.6,3.78,2.53,2.62,3.6,2.46,2.25,0.0,0.0,1.0
2023-04-09,15:00:00,Antwerp,Cercle Brugge,2.0,1.0,0.0,1.0,A,11.0,10.0,4.0,4.0,10.0,19.0,6.0,1.0,1.0,3.0,0.0,0.0,1.7,3.86,4.95,1.69,3.79,4.74,1.91,0.0,0.0,1.0
2023-04-09,12:30:00,Anderlecht,Westerlo,0.0,0.0,0.0,0.0,D,16.0,13.0,2.0,6.0,11.0,18.0,10.0,1.0,2.0,2.0,0.0,0.0,1.7,4.1,4.62,1.69,3.96,4.48,2.25,0.0,1.0,0.0
2023-04-08,19:45:00,Gent,St. Gilloise,1.0,1.0,0.0,1.0,A,10.0,5.0,3.0,3.0,4.0,11.0,4.0,3.0,0.0,2.0,0.0,0.0,2.63,3.62,2.66,2.53,3.45,2.63,2.04,0.0,1.0,0.0
2023-04-08,17:15:00,Charleroi,Waregem,3.0,2.0,0.0,1.0,A,18.0,8.0,8.0,5.0,11.0,15.0,3.0,5.0,3.0,1.0,0.0,0.0,1.66,4.55,4.64,1.66,4.18,4.53,2.43,0.0,0.0,1.0
2023-04-08,15:00:00,Kortrijk,Eupen,0.0,0.0,0.0,0.0,D,14.0,13.0,1.0,3.0,17.0,9.0,7.0,6.0,3.0,2.0,0.0,0.0,2.04,3.79,3.47,2.03,3.63,3.38,2.13,0.0,1.0,0.0
2023-04-08,15:00:00,Oud-Heverlee Leuven,Mechelen,4.0,1.0,2.0,0.0,H,17.0,16.0,11.0,6.0,8.0,13.0,2.0,8.0,1.0,3.0,0.0,0.0,2.19,3.82,3.18,2.15,3.63,3.11,2.27,0.0,0.0,1.0
2023-04-07,19:45:00,Club Brugge,Seraing,2.0,0.0,0.0,0.0,D,26.0,5.0,11.0,0.0,10.0,8.0,21.0,1.0,0.0,0.0,0.0,0.0,1.12,9.49,24.9,1.11,9.05,21.38,3.21,0.0,0.0,1.0
2023-04-02,18:15:00,St. Gilloise,St Truiden,2.0,1.0,0.0,0.0,D,11.0,6.0,7.0,1.0,14.0,8.0,13.0,1.0,2.0,3.0,0.0,1.0,1.45,4.27,7.87,1.45,4.31,6.99,1.86,0.0,0.0,1.0
2023-04-02,17:30:00,Mechelen,Club Brugge,0.0,3.0,0.0,2.0,A,4.0,18.0,1.0,5.0,9.0,6.0,1.0,8.0,1.0,1.0,0.0,0.0,3.72,3.8,1.94,3.59,3.71,1.93,2.22,1.0,0.0,0.0
2023-04-02,15:00:00,Eupen,Anderlecht,0.0,1.0,0.0,0.0,D,9.0,13.0,1.0,4.0,16.0,8.0,2.0,6.0,1.0,0.0,0.0,0.0,4.33,3.9,1.79,4.05,3.77,1.81,2.13,1.0,0.0,0.0
2023-04-02,12:30:00,Genk,Oud-Heverlee Leuven,2.0,1.0,1.0,0.0,H,22.0,11.0,8.0,5.0,10.0,9.0,11.0,5.0,4.0,2.0,0.0,0.0,1.51,4.64,5.85,1.5,4.46,5.78,2.5,0.0,0.0,1.0
2023-04-01,19:45:00,Oostende,Standard,1.0,3.0,1.0,3.0,A,15.0,13.0,4.0,7.0,11.0,6.0,6.0,7.0,3.0,1.0,1.0,0.0,3.04,3.8,2.23,3.01,3.6,2.2,2.25,1.0,0.0,0.0
2023-04-01,17:15:00,Seraing,Gent,0.0,5.0,0.0,1.0,A,6.0,18.0,0.0,10.0,5.0,6.0,3.0,13.0,0.0,1.0,0.0,0.0,8.99,4.73,1.4,8.31,4.67,1.37,2.08,1.0,0.0,0.0
2023-04-01,17:15:00,Westerlo,Charleroi,2.0,3.0,1.0,2.0,A,17.0,12.0,7.0,5.0,5.0,16.0,7.0,4.0,2.0,5.0,0.0,0.0,2.19,3.67,3.29,2.13,3.54,3.19,2.19,1.0,0.0,0.0
2023-04-01,15:00:00,Cercle Brugge,Kortrijk,2.0,0.0,2.0,0.0,H,19.0,6.0,6.0,4.0,17.0,13.0,6.0,2.0,2.0,2.0,0.0,0.0,1.61,4.31,5.4,1.6,4.15,5.11,2.25,0.0,0.0,1.0
2023-03-31,19:45:00,Waregem,Antwerp,0.0,2.0,0.0,0.0,D,7.0,13.0,3.0,5.0,11.0,15.0,6.0,5.0,4.0,1.0,0.0,0.0,4.68,4.18,1.71,4.42,3.95,1.71,2.14,1.0,0.0,0.0
2023-03-19,18:15:00,Gent,Eupen,3.0,0.0,1.0,0.0,H,25.0,11.0,5.0,3.0,6.0,9.0,16.0,5.0,2.0,0.0,0.0,0.0,1.34,5.15,9.02,1.34,4.98,8.43,2.23,0.0,0.0,1.0
2023-03-19,17:30:00,St. Gilloise,Mechelen,2.0,1.0,1.0,1.0,D,15.0,5.0,6.0,1.0,11.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0,1.4,5.02,7.41,1.39,4.84,7.31,2.29,0.0,0.0,1.0
2023-03-19,15:00:00,Oud-Heverlee Leuven,Anderlecht,0.0,2.0,0.0,1.0,A,9.0,12.0,5.0,5.0,11.0,13.0,4.0,7.0,3.0,2.0,0.0,0.0,3.12,3.57,2.25,3.04,3.47,2.22,2.08,1.0,0.0,0.0
2023-03-19,12:30:00,Antwerp,Charleroi,0.0,1.0,0.0,1.0,A,28.0,5.0,8.0,2.0,8.0,9.0,8.0,0.0,0.0,4.0,0.0,1.0,1.71,4.0,4.77,1.7,3.83,4.62,2.03,1.0,0.0,0.0
2023-03-18,19:45:00,Standard,Waregem,2.0,2.0,2.0,0.0,H,21.0,9.0,8.0,5.0,14.0,12.0,6.0,5.0,3.0,2.0,0.0,0.0,1.73,4.01,4.59,1.71,3.93,4.45,2.32,0.0,1.0,0.0
2023-03-18,17:15:00,Oostende,Westerlo,1.0,2.0,0.0,1.0,A,22.0,7.0,12.0,2.0,9.0,9.0,7.0,5.0,1.0,2.0,0.0,0.0,2.87,3.87,2.34,2.86,3.62,2.29,2.25,1.0,0.0,0.0
2023-03-18,17:15:00,St Truiden,Seraing,2.0,1.0,1.0,0.0,H,12.0,9.0,7.0,1.0,14.0,8.0,4.0,2.0,2.0,2.0,0.0,0.0,1.57,3.98,6.25,1.56,3.81,6.15,1.67,0.0,0.0,1.0
2023-03-18,15:00:00,Kortrijk,Club Brugge,1.0,0.0,1.0,0.0,H,10.0,13.0,6.0,3.0,11.0,11.0,1.0,6.0,2.0,2.0,0.0,0.0,4.41,4.5,1.7,4.28,4.13,1.71,2.46,0.0,0.0,1.0
2023-03-17,19:45:00,Cercle Brugge,Genk,1.0,1.0,1.0,0.0,H,18.0,10.0,4.0,2.0,5.0,9.0,6.0,9.0,2.0,1.0,0.0,0.0,2.76,3.7,2.5,2.71,3.54,2.43,2.22,0.0,1.0,0.0
2023-03-12,18:15:00,Anderlecht,Cercle Brugge,2.0,0.0,1.0,0.0,H,18.0,7.0,9.0,2.0,8.0,17.0,5.0,4.0,0.0,2.0,0.0,1.0,2.07,3.59,3.52,2.06,3.49,3.39,2.02,0.0,0.0,1.0
2023-03-12,17:30:00,Genk,St. Gilloise,1.0,2.0,1.0,2.0,A,12.0,13.0,6.0,5.0,13.0,15.0,14.0,5.0,3.0,3.0,0.0,0.0,2.35,3.54,2.98,2.29,3.45,2.95,2.1,1.0,0.0,0.0
2023-03-12,15:00:00,Waregem,Gent,2.0,6.0,0.0,2.0,A,11.0,12.0,4.0,8.0,14.0,11.0,4.0,1.0,1.0,1.0,0.0,0.0,3.53,3.54,2.09,3.39,3.54,2.04,2.11,1.0,0.0,0.0
2023-03-12,12:30:00,Club Brugge,Standard,2.0,0.0,0.0,0.0,D,13.0,17.0,4.0,4.0,11.0,10.0,6.0,6.0,1.0,1.0,0.0,0.0,1.71,4.09,4.53,1.71,3.93,4.4,2.22,0.0,0.0,1.0
2023-03-11,19:45:00,Seraing,Antwerp,0.0,2.0,0.0,2.0,A,8.0,18.0,1.0,5.0,15.0,12.0,4.0,5.0,3.0,1.0,1.0,0.0,8.31,4.63,1.42,7.7,4.42,1.41,1.93,1.0,0.0,0.0
2023-03-11,17:15:00,Eupen,Oostende,4.0,4.0,1.0,1.0,D,29.0,14.0,10.0,9.0,9.0,10.0,9.0,2.0,0.0,3.0,0.0,1.0,2.62,3.6,2.68,2.53,3.46,2.63,2.09,0.0,1.0,0.0
2023-03-11,17:15:00,Westerlo,Kortrijk,3.0,1.0,1.0,0.0,H,9.0,19.0,7.0,6.0,9.0,10.0,7.0,7.0,3.0,2.0,0.0,0.0,1.69,4.25,4.57,1.67,4.05,4.56,2.37,0.0,0.0,1.0
2023-03-11,15:00:00,Mechelen,St Truiden,1.0,0.0,0.0,0.0,D,8.0,7.0,4.0,1.0,10.0,16.0,8.0,4.0,1.0,2.0,0.0,0.0,2.28,3.37,3.35,2.24,3.28,3.16,1.78,0.0,0.0,1.0
2023-03-10,19:45:00,Charleroi,Oud-Heverlee Leuven,0.0,1.0,0.0,1.0,A,25.0,9.0,5.0,2.0,8.0,11.0,7.0,4.0,1.0,4.0,0.0,0.0,1.94,3.72,3.96,1.92,3.6,3.77,2.08,1.0,0.0,0.0
2023-03-05,18:15:00,St. Gilloise,Eupen,2.0,1.0,1.0,0.0,H,12.0,8.0,6.0,3.0,11.0,16.0,5.0,2.0,1.0,1.0,0.0,0.0,1.23,6.29,11.47,1.25,5.99,10.89,2.53,0.0,0.0,1.0
2023-03-05,17:30:00,Gent,Anderlecht,1.0,0.0,0.0,0.0,D,14.0,10.0,5.0,3.0,8.0,9.0,4.0,2.0,1.0,4.0,0.0,1.0,2.1,3.64,3.4,2.08,3.52,3.38,1.89,0.0,0.0,1.0
2023-03-05,15:00:00,Antwerp,Mechelen,5.0,0.0,3.0,0.0,H,16.0,11.0,10.0,5.0,9.0,11.0,6.0,3.0,1.0,2.0,0.0,0.0,1.53,4.32,6.12,1.53,4.29,5.78,2.09,0.0,0.0,1.0
2023-03-05,12:30:00,St Truiden,Genk,2.0,2.0,1.0,1.0,D,10.0,9.0,4.0,5.0,17.0,11.0,2.0,2.0,3.0,1.0,0.0,0.0,4.06,3.63,1.95,3.91,3.52,1.92,1.88,0.0,1.0,0.0
2023-03-04,19:45:00,Standard,Westerlo,2.0,0.0,1.0,0.0,H,23.0,7.0,5.0,0.0,12.0,11.0,7.0,1.0,0.0,2.0,1.0,0.0,2.6,3.67,2.66,2.52,3.52,2.64,2.09,0.0,0.0,1.0
2023-03-04,17:15:00,Cercle Brugge,Seraing,3.0,1.0,2.0,1.0,H,19.0,3.0,7.0,2.0,14.0,11.0,11.0,3.0,1.0,1.0,0.0,0.0,1.37,4.84,9.64,1.38,4.65,8.42,2.06,0.0,0.0,1.0
2023-03-04,17:15:00,Oud-Heverlee Leuven,Waregem,4.0,2.0,3.0,0.0,H,13.0,12.0,8.0,4.0,11.0,10.0,3.0,5.0,2.0,1.0,0.0,0.0,1.87,3.97,4.0,1.87,3.78,3.87,2.26,0.0,0.0,1.0
2023-03-04,15:00:00,Kortrijk,Charleroi,0.0,1.0,0.0,0.0,D,18.0,11.0,3.0,6.0,7.0,12.0,4.0,2.0,0.0,4.0,0.0,0.0,3.21,3.68,2.22,3.07,3.52,2.22,2.11,1.0,0.0,0.0
2023-03-03,19:45:00,Oostende,Club Brugge,3.0,0.0,1.0,0.0,H,13.0,11.0,6.0,3.0,12.0,16.0,0.0,5.0,2.0,2.0,0.0,0.0,4.56,4.33,1.7,4.41,4.07,1.7,2.35,0.0,0.0,1.0
2023-02-26,18:15:00,Charleroi,St Truiden,1.0,0.0,0.0,0.0,D,17.0,11.0,7.0,2.0,15.0,13.0,3.0,2.0,0.0,2.0,0.0,0.0,2.02,3.48,3.8,2.05,3.42,3.56,1.7,0.0,0.0,1.0
2023-02-26,17:30:00,Anderlecht,Standard,2.0,2.0,2.0,1.0,H,14.0,8.0,7.0,4.0,5.0,8.0,7.0,3.0,2.0,2.0,0.0,0.0,1.88,3.84,3.96,1.86,3.73,3.91,2.05,0.0,1.0,0.0
2023-02-26,15:00:00,Oud-Heverlee Leuven,Antwerp,1.0,1.0,1.0,0.0,H,9.0,17.0,4.0,4.0,9.0,13.0,3.0,7.0,1.0,0.0,0.0,0.0,3.59,3.65,2.03,3.45,3.56,2.04,2.01,0.0,1.0,0.0
2023-02-26,12:30:00,Club Brugge,Gent,2.0,0.0,0.0,0.0,D,16.0,6.0,6.0,2.0,9.0,10.0,9.0,3.0,2.0,0.0,0.0,0.0,2.13,3.46,3.48,2.12,3.49,3.3,1.93,0.0,0.0,1.0
2023-02-25,19:45:00,Westerlo,St. Gilloise,4.0,2.0,2.0,1.0,H,9.0,20.0,6.0,8.0,9.0,9.0,4.0,6.0,2.0,2.0,0.0,0.0,3.61,3.77,2.03,3.5,3.61,2.01,2.0,0.0,0.0,1.0
2023-02-25,17:15:00,Eupen,Cercle Brugge,2.0,2.0,2.0,2.0,D,7.0,14.0,3.0,4.0,10.0,13.0,4.0,6.0,1.0,1.0,1.0,0.0,3.53,3.7,2.08,3.38,3.55,2.08,2.01,0.0,1.0,0.0
2023-02-25,17:15:00,Genk,Oostende,3.0,0.0,2.0,0.0,H,10.0,12.0,5.0,4.0,13.0,15.0,4.0,4.0,2.0,3.0,0.0,0.0,1.34,5.68,8.75,1.33,5.42,8.05,2.88,0.0,0.0,1.0
2023-02-25,15:00:00,Seraing,Mechelen,0.0,2.0,0.0,1.0,A,7.0,9.0,0.0,4.0,11.0,14.0,4.0,3.0,2.0,1.0,0.0,0.0,3.7,3.73,2.02,3.59,3.64,1.98,2.03,1.0,0.0,0.0
2023-02-24,19:45:00,Waregem,Kortrijk,3.0,3.0,1.0,2.0,A,15.0,9.0,4.0,5.0,19.0,18.0,8.0,5.0,3.0,4.0,0.0,0.0,2.18,3.63,3.34,2.16,3.57,3.17,2.24,0.0,1.0,0.0
2023-02-19,18:15:00,St Truiden,Westerlo,0.0,1.0,0.0,1.0,A,6.0,13.0,1.0,3.0,8.0,6.0,1.0,6.0,1.0,0.0,1.0,0.0,2.78,3.22,2.68,2.68,3.25,2.64,1.74,1.0,0.0,0.0
2023-02-19,17:30:00,Kortrijk,Anderlecht,2.0,2.0,0.0,1.0,A,13.0,12.0,7.0,5.0,14.0,8.0,6.0,4.0,2.0,0.0,0.0,0.0,3.7,3.94,1.92,3.65,3.75,1.92,2.19,0.0,1.0,0.0
2023-02-19,15:00:00,Gent,Oud-Heverlee Leuven,2.0,0.0,0.0,0.0,D,12.0,14.0,6.0,4.0,15.0,12.0,5.0,9.0,2.0,1.0,0.0,0.0,1.62,4.18,5.2,1.6,4.08,5.19,2.11,0.0,0.0,1.0
2023-02-19,12:30:00,Cercle Brugge,Club Brugge,2.0,2.0,0.0,1.0,A,28.0,7.0,10.0,5.0,10.0,12.0,17.0,4.0,2.0,2.0,0.0,0.0,3.49,3.5,2.11,3.35,3.46,2.11,1.99,0.0,1.0,0.0
2023-02-18,19:45:00,St. Gilloise,Standard,2.0,4.0,1.0,2.0,A,15.0,9.0,6.0,6.0,12.0,11.0,3.0,0.0,2.0,5.0,0.0,0.0,1.53,4.34,6.43,1.54,4.16,5.95,2.07,1.0,0.0,0.0
2023-02-18,17:15:00,Oostende,Charleroi,0.0,0.0,0.0,0.0,D,17.0,8.0,6.0,3.0,7.0,10.0,11.0,3.0,0.0,0.0,0.0,0.0,3.07,3.77,2.26,2.99,3.59,2.24,2.26,0.0,1.0,0.0
2023-02-18,17:15:00,Seraing,Waregem,1.0,1.0,0.0,1.0,A,6.0,12.0,2.0,3.0,18.0,16.0,4.0,7.0,3.0,3.0,1.0,1.0,3.23,3.74,2.19,3.12,3.58,2.18,2.04,0.0,1.0,0.0
2023-02-18,15:00:00,Antwerp,Eupen,2.0,0.0,2.0,0.0,H,17.0,4.0,2.0,0.0,11.0,11.0,7.0,4.0,3.0,3.0,0.0,1.0,1.37,5.26,8.43,1.36,5.0,8.17,2.28,0.0,0.0,1.0
2023-02-17,19:45:00,Mechelen,Genk,2.0,2.0,1.0,1.0,D,11.0,13.0,5.0,3.0,8.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,4.01,4.0,1.86,4.01,3.83,1.82,2.26,0.0,1.0,0.0
2023-02-12,18:15:00,Waregem,Oostende,1.0,1.0,1.0,0.0,H,8.0,5.0,2.0,3.0,11.0,17.0,3.0,4.0,0.0,1.0,0.0,0.0,2.04,3.66,3.53,2.02,3.64,3.4,2.24,0.0,1.0,0.0
