HomeTeam,AwayTeam,FTR,head_to_head_games,head_to_head_goals_scored_home_team,head_to_head_goals_conceded_home_team,head_to_head_goals_scored_away_team,head_to_head_goals_conceded_away_team,home_average_goals_scored_5,home_average_goals_conceded_5,home_average_goal_difference_5,away_average_goals_scored_5,away_average_goals_conceded_5,away_average_goal_difference_5,home_average_goals_scored_10,home_average_goals_conceded_10,home_average_goal_difference_10,away_average_goals_scored_10,away_average_goals_conceded_10,away_average_goal_difference_10,home_average_goals_scored_20,home_average_goals_conceded_20,home_average_goal_difference_20,away_average_goals_scored_20,away_average_goals_conceded_20,away_average_goal_difference_20
Genk,Kortrijk,H,6,10.0,4.0,4.0,10.0,1.8,0.4,1.4,1.0,2.0,-1.0,2.4,1.0,1.4,0.8,1.6,-0.8,2.15,1.05,1.0999999999999999,1.05,1.85,-0.8
Antwerp,St Truiden,H,6,8.0,6.0,6.0,8.0,2.4,1.0,1.4,1.4,0.8,0.5999999999999999,2.2,0.8,1.4000000000000001,1.0,0.9,0.09999999999999998,1.65,1.0,0.6499999999999999,1.3,0.7,0.6000000000000001
St Truiden,Eupen,A,6,11.0,7.0,7.0,11.0,1.6,0.6,1.0,0.6,1.4,-0.7999999999999999,1.3,0.8,0.5,0.8,1.8,-1.0,1.35,0.7,0.6500000000000001,0.7,1.9,-1.2
Kortrijk,Antwerp,H,6,5.0,13.0,13.0,5.0,0.8,2.2,-1.4000000000000001,2.6,0.8,1.8,0.8,1.8,-1.0,2.2,0.7,1.5000000000000002,0.95,1.85,-0.9000000000000001,1.65,0.9,0.7499999999999999
Gent,Cercle Brugge,A,6,10.0,11.0,11.0,10.0,1.0,1.0,0.0,0.8,2.2,-1.4000000000000001,1.8,1.0,0.8,0.6,1.6,-1.0,1.7,0.8,0.8999999999999999,1.05,1.6,-0.55
Anderlecht,Charleroi,A,6,12.0,3.0,3.0,12.0,1.6,1.6,0.0,2.0,2.2,-0.20000000000000018,1.9,1.2,0.7,1.8,1.6,0.19999999999999996,1.8,0.95,0.8500000000000001,1.6,1.5,0.10000000000000009
Club Brugge,Mechelen,H,6,16.0,4.0,4.0,16.0,2.2,1.0,1.2000000000000002,2.4,2.2,0.19999999999999973,2.1,1.0,1.1,1.6,1.7,-0.09999999999999987,2.3,0.85,1.4499999999999997,1.8,1.65,0.15000000000000013
Oostende,Genk,A,6,12.0,17.0,17.0,12.0,0.8,1.2,-0.3999999999999999,1.8,0.4,1.4,1.2,1.3,-0.10000000000000009,2.4,0.9,1.5,0.95,1.4,-0.44999999999999996,2.15,1.0,1.15
Westerlo,Waregem,H,0,0.0,0.0,0.0,0.0,1.8,2.4,-0.5999999999999999,0.6,2.4,-1.7999999999999998,0.0,0.0,0.0,0.7,2.1,-1.4000000000000001,0.0,0.0,0.0,0.8,1.9,-1.0999999999999999
Oud-Heverlee Leuven,St. Gilloise,A,2,4.0,5.0,5.0,4.0,2.0,1.2,0.8,2.0,1.8,0.19999999999999996,1.6,1.8,-0.19999999999999996,1.9,1.4,0.5,1.4,1.7,-0.30000000000000004,1.8,1.0,0.8
Standard,Seraing,A,2,1.0,1.0,1.0,1.0,1.6,0.8,0.8,1.4,2.2,-0.8000000000000003,1.5,1.6,-0.10000000000000009,0.8,2.0,-1.2,1.0,1.35,-0.3500000000000001,0.7,1.85,-1.1500000000000001
Anderlecht,Kortrijk,H,6,9.0,10.0,10.0,9.0,1.4,1.4,0.0,0.8,1.8,-1.0,1.9,1.1,0.7999999999999998,0.9,1.7,-0.7999999999999999,1.65,0.9,0.7499999999999999,0.95,1.7,-0.75
Standard,Club Brugge,H,6,7.0,9.0,9.0,7.0,1.4,1.6,-0.20000000000000018,2.8,0.4,2.4,1.3,1.9,-0.5999999999999999,2.4,0.8,1.5999999999999999,0.95,1.35,-0.40000000000000013,2.4,0.8,1.5999999999999999
Eupen,St. Gilloise,A,2,2.0,3.0,3.0,2.0,0.4,1.2,-0.7999999999999999,2.0,1.8,0.19999999999999996,0.7,2.1,-1.4000000000000001,2.0,1.4,0.6000000000000001,0.7,1.85,-1.1500000000000001,1.8,1.0,0.8
Genk,Gent,H,6,4.0,12.0,12.0,4.0,2.4,0.6,1.7999999999999998,1.6,1.0,0.6000000000000001,2.8,0.9,1.9,2.0,1.1,0.8999999999999999,2.15,1.1,1.0499999999999998,1.7,0.75,0.95
Charleroi,Westerlo,A,0,0.0,0.0,0.0,0.0,1.8,1.6,0.19999999999999996,2.0,2.4,-0.3999999999999999,1.6,1.7,-0.09999999999999987,0.0,0.0,0.0,1.5,1.35,0.1499999999999999,0.0,0.0,0.0
Cercle Brugge,Oostende,D,5,3.0,8.0,8.0,3.0,0.4,1.8,-1.4,0.6,1.4,-0.7999999999999999,0.6,1.6,-1.0,1.2,1.3,-0.10000000000000009,1.1,1.55,-0.44999999999999996,0.9,1.35,-0.45000000000000007
Waregem,St Truiden,A,6,10.0,7.0,7.0,10.0,0.8,2.6,-1.8,1.0,1.2,-0.19999999999999996,0.7,2.0,-1.3,1.2,0.8,0.3999999999999999,0.85,1.8,-0.9500000000000001,1.35,0.75,0.6000000000000001
Mechelen,Oud-Heverlee Leuven,D,4,6.0,8.0,8.0,6.0,2.4,2.2,0.19999999999999973,2.0,1.8,0.19999999999999996,1.9,1.9,0.0,1.6,1.9,-0.2999999999999998,1.8,1.7,0.10000000000000009,1.45,1.85,-0.40000000000000013
Antwerp,Seraing,H,2,3.0,1.0,1.0,3.0,2.4,0.6,1.7999999999999998,1.2,2.0,-0.8,2.1,0.6,1.5,0.9,2.0,-1.1,1.6,0.9,0.7000000000000001,0.7,1.9,-1.2
Gent,Waregem,H,6,15.0,9.0,9.0,15.0,1.6,1.2,0.40000000000000013,1.0,2.4,-1.4,1.9,1.1,0.7999999999999998,0.7,1.9,-1.2,1.7,0.85,0.85,0.9,1.85,-0.9500000000000001
St. Gilloise,Genk,A,2,3.0,2.0,2.0,3.0,1.8,2.0,-0.19999999999999996,2.8,0.8,1.9999999999999998,2.0,1.3,0.7,2.7,1.1,1.6,1.95,0.9,1.0499999999999998,2.25,1.1,1.15
Cercle Brugge,Antwerp,A,6,5.0,9.0,9.0,5.0,0.4,1.8,-1.4,2.8,1.0,1.7999999999999998,0.6,1.9,-1.2999999999999998,2.0,0.6,1.4,1.2,1.45,-0.25,1.6,0.95,0.6500000000000001
Westerlo,Anderlecht,H,0,0.0,0.0,0.0,0.0,1.8,2.6,-0.8,1.8,1.2,0.6000000000000001,0.0,0.0,0.0,1.8,1.0,0.8,0.0,0.0,0.0,1.65,0.85,0.7999999999999999
Oud-Heverlee Leuven,Charleroi,H,4,6.0,5.0,5.0,6.0,1.8,2.2,-0.40000000000000013,1.6,1.6,0.0,1.4,1.8,-0.40000000000000013,1.9,1.4,0.5,1.55,1.75,-0.19999999999999996,1.4,1.35,0.04999999999999982
Oostende,Eupen,H,6,8.0,7.0,7.0,8.0,1.0,1.6,-0.6000000000000001,0.8,1.8,-1.0,1.2,1.4,-0.19999999999999996,0.8,2.1,-1.3,0.9,1.45,-0.5499999999999999,0.7,1.9,-1.2
Seraing,Club Brugge,A,2,2.0,8.0,8.0,2.0,1.4,2.2,-0.8000000000000003,2.6,0.6,2.0,1.0,1.9,-0.8999999999999999,2.5,0.9,1.6,0.7,2.0,-1.3,2.4,0.8,1.5999999999999999
Kortrijk,Mechelen,A,6,10.0,14.0,14.0,10.0,0.6,1.0,-0.4,2.2,2.0,0.20000000000000018,0.8,1.4,-0.5999999999999999,1.6,1.9,-0.2999999999999998,0.95,1.55,-0.6000000000000001,1.6,1.9,-0.2999999999999998
St Truiden,Standard,A,6,11.0,3.0,3.0,11.0,0.8,0.8,0.0,1.4,1.4,0.0,1.4,0.8,0.5999999999999999,1.2,1.8,-0.6000000000000001,1.3,0.75,0.55,0.95,1.4,-0.44999999999999996
Waregem,St. Gilloise,A,2,1.0,4.0,4.0,1.0,0.8,2.0,-1.2,1.4,1.8,-0.40000000000000013,0.9,1.6,-0.7000000000000001,2.1,1.3,0.8,0.9,1.7,-0.7999999999999999,1.8,0.85,0.9500000000000001
Charleroi,Gent,H,6,8.0,9.0,9.0,8.0,1.2,1.6,-0.40000000000000013,1.6,1.0,0.6000000000000001,1.9,1.5,0.3999999999999999,2.0,0.9,1.1,1.3,1.45,-0.1499999999999999,1.65,0.75,0.8999999999999999
Antwerp,Westerlo,H,0,0.0,0.0,0.0,0.0,2.4,1.0,1.4,1.8,2.4,-0.5999999999999999,1.8,0.8,1.0,0.0,0.0,0.0,1.6,0.95,0.6500000000000001,0.0,0.0,0.0
Anderlecht,Oud-Heverlee Leuven,D,4,4.0,5.0,5.0,4.0,1.4,1.0,0.3999999999999999,1.8,1.8,0.0,1.8,0.9,0.9,1.3,2.0,-0.7,1.9,0.75,1.15,1.6,1.65,-0.04999999999999982
Standard,Oostende,H,6,10.0,5.0,5.0,10.0,1.4,2.0,-0.6000000000000001,1.4,1.6,-0.20000000000000018,1.1,1.9,-0.7999999999999998,1.3,1.6,-0.30000000000000004,0.95,1.45,-0.5,0.9,1.6,-0.7000000000000001
Eupen,Kortrijk,A,6,8.0,6.0,6.0,8.0,1.2,1.8,-0.6000000000000001,0.6,1.0,-0.4,0.8,2.3,-1.4999999999999998,0.7,1.6,-0.9000000000000001,0.7,1.95,-1.25,1.0,1.65,-0.6499999999999999
Mechelen,Seraing,A,2,2.0,1.0,1.0,2.0,2.0,1.8,0.19999999999999996,0.8,2.0,-1.2,1.6,1.8,-0.19999999999999996,0.8,1.7,-0.8999999999999999,1.6,1.75,-0.1499999999999999,0.55,2.0,-1.45
Genk,St Truiden,D,6,12.0,8.0,8.0,12.0,3.4,1.0,2.4,1.0,1.0,0.0,2.7,1.2,1.5000000000000002,1.5,0.8,0.7,2.45,1.1,1.35,1.4,0.75,0.6499999999999999
Club Brugge,Cercle Brugge,H,6,9.0,6.0,6.0,9.0,2.0,1.0,1.0,0.6,1.0,-0.4,2.4,1.0,1.4,0.8,1.5,-0.7,2.2,0.9,1.3000000000000003,1.3,1.25,0.050000000000000044
Anderlecht,Gent,A,6,6.0,7.0,7.0,6.0,1.8,0.8,1.0,1.8,1.4,0.40000000000000013,2.1,0.8,1.3,2.1,1.0,1.1,2.0,0.8,1.2,1.7,0.8,0.8999999999999999
Antwerp,St. Gilloise,H,2,2.0,3.0,3.0,2.0,2.0,0.6,1.4,1.2,1.2,0.0,1.6,0.7,0.9000000000000001,2.2,1.1,1.1,1.45,0.9,0.5499999999999999,1.85,0.75,1.1
Westerlo,Eupen,A,0,0.0,0.0,0.0,0.0,2.2,2.2,0.0,1.2,2.4,-1.2,0.0,0.0,0.0,1.0,2.4,-1.4,0.0,0.0,0.0,0.65,2.15,-1.5
St. Gilloise,Anderlecht,H,2,4.0,1.0,1.0,4.0,1.8,1.0,0.8,2.2,0.8,1.4000000000000001,2.0,1.0,1.0,2.0,0.6,1.4,1.85,0.7,1.1500000000000001,2.05,0.7,1.3499999999999999
Kortrijk,Standard,A,6,8.0,8.0,8.0,8.0,0.6,1.2,-0.6,1.6,2.4,-0.7999999999999998,0.9,1.8,-0.9,1.0,1.9,-0.8999999999999999,1.1,1.6,-0.5,0.9,1.5,-0.6
Gent,Antwerp,A,6,3.0,8.0,8.0,3.0,2.6,1.0,1.6,1.8,0.6,1.2000000000000002,2.1,0.8,1.3,1.5,1.0,0.5,1.8,0.9,0.9,1.55,0.95,0.6000000000000001
St Truiden,Mechelen,H,6,6.0,8.0,8.0,6.0,0.6,1.0,-0.4,1.8,1.6,0.19999999999999996,1.3,0.8,0.5,1.6,1.6,0.0,1.3,0.8,0.5,1.65,1.75,-0.10000000000000009
Cercle Brugge,Waregem,D,6,10.0,13.0,13.0,10.0,0.4,1.2,-0.7999999999999999,1.0,1.8,-0.8,0.9,1.6,-0.7000000000000001,0.9,1.7,-0.7999999999999999,1.35,1.35,0.0,1.0,1.75,-0.75
Oud-Heverlee Leuven,Oostende,H,4,6.0,6.0,6.0,6.0,1.8,1.6,0.19999999999999996,1.2,1.6,-0.40000000000000013,1.2,2.2,-1.0000000000000002,1.2,1.7,-0.5,1.6,1.65,-0.04999999999999982,0.95,1.5,-0.55
Seraing,Genk,A,2,0.0,5.0,5.0,0.0,0.8,1.6,-0.8,3.0,1.6,1.4,0.8,1.8,-1.0,2.5,1.4,1.1,0.55,1.9,-1.3499999999999999,2.3,1.15,1.15
Charleroi,Club Brugge,A,6,2.0,5.0,5.0,2.0,1.6,1.2,0.40000000000000013,2.0,1.2,0.8,1.8,1.2,0.6000000000000001,2.6,0.9,1.7000000000000002,1.45,1.3,0.1499999999999999,2.15,0.95,1.2
Mechelen,Westerlo,H,0,0.0,0.0,0.0,0.0,0.8,1.2,-0.3999999999999999,0.0,0.0,0.0,1.3,1.4,-0.09999999999999987,0.0,0.0,0.0,1.6,1.7,-0.09999999999999987,0.0,0.0,0.0
Standard,Oud-Heverlee Leuven,A,4,4.0,6.0,6.0,4.0,1.4,2.4,-1.0,1.2,2.4,-1.2,1.0,1.6,-0.6000000000000001,0.9,2.1,-1.2000000000000002,0.9,1.45,-0.5499999999999999,1.5,1.8,-0.30000000000000004
Waregem,Charleroi,A,6,6.0,13.0,13.0,6.0,0.8,1.8,-1.0,1.6,1.0,0.6000000000000001,0.9,1.4,-0.4999999999999999,1.8,1.3,0.5,0.95,1.7,-0.75,1.4,1.45,-0.050000000000000044
Club Brugge,Kortrijk,H,6,11.0,3.0,3.0,11.0,2.0,1.0,1.0,0.8,1.4,-0.5999999999999999,2.8,0.9,1.9,0.8,1.8,-1.0,2.25,0.95,1.3,1.15,1.5,-0.3500000000000001
Genk,Cercle Brugge,H,6,13.0,5.0,5.0,13.0,3.0,1.4,1.6,0.4,1.0,-0.6,2.5,1.3,1.2,1.0,1.6,-0.6000000000000001,2.4,1.2,1.2,1.4,1.25,0.1499999999999999
Oostende,St Truiden,A,6,5.0,3.0,3.0,5.0,1.6,1.4,0.20000000000000018,1.0,1.0,0.0,1.2,1.6,-0.40000000000000013,1.2,0.8,0.3999999999999999,0.95,1.55,-0.6000000000000001,1.25,0.9,0.35
Eupen,Seraing,A,2,1.0,2.0,2.0,1.0,1.0,2.2,-1.2000000000000002,0.2,1.8,-1.6,0.9,2.1,-1.2000000000000002,0.5,1.8,-1.3,0.7,2.2,-1.5000000000000002,0.4,1.95,-1.5499999999999998
Waregem,Genk,A,6,7.0,16.0,16.0,7.0,0.6,1.4,-0.7999999999999999,3.2,1.2,2.0,0.8,1.5,-0.7,2.1,1.4,0.7000000000000002,0.9,1.65,-0.7499999999999999,2.2,1.2,1.0000000000000002
Oud-Heverlee Leuven,Club Brugge,A,4,4.0,9.0,9.0,4.0,1.2,2.0,-0.8,2.0,1.2,0.8,0.9,2.0,-1.1,2.8,1.0,1.7999999999999998,1.55,1.75,-0.19999999999999996,2.25,0.95,1.3
Eupen,Antwerp,A,6,5.0,14.0,14.0,5.0,1.0,3.0,-2.0,1.8,0.6,1.2000000000000002,1.0,2.3,-1.2999999999999998,1.5,1.2,0.30000000000000004,0.75,2.15,-1.4,1.6,1.1,0.5
St Truiden,Anderlecht,A,5,4.0,12.0,12.0,4.0,1.4,0.4,0.9999999999999999,2.4,0.8,1.5999999999999999,1.4,0.5,0.8999999999999999,1.9,0.6,1.2999999999999998,1.3,0.85,0.45000000000000007,2.15,0.7,1.45
St. Gilloise,Kortrijk,H,2,5.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,1.6,-0.6000000000000001,2.1,0.9,1.2000000000000002,1.2,1.6,-0.40000000000000013,1.85,0.65,1.2000000000000002,1.2,1.45,-0.25
Cercle Brugge,Mechelen,D,6,12.0,11.0,11.0,12.0,0.8,1.4,-0.5999999999999999,1.4,1.6,-0.20000000000000018,1.2,1.6,-0.40000000000000013,1.5,1.5,0.0,1.5,1.3,0.19999999999999996,1.6,1.8,-0.19999999999999996
