iter	Logloss
751	0.3611884559
752	0.360877707
753	0.360601288
754	0.3602987752
755	0.3601231586
756	0.3598026394
757	0.3595809257
758	0.3592493868
759	0.3589708592
760	0.3585354066
761	0.35807166
762	0.3575887415
763	0.3570834083
764	0.356744874
765	0.3563504111
766	0.3561759654
767	0.3558459655
768	0.3555781372
769	0.3551745897
770	0.3549649988
771	0.3546012394
772	0.3543473608
773	0.3536472427
774	0.3534049727
775	0.3531310098
776	0.3528262847
777	0.352652981
778	0.3522976034
779	0.3520100713
780	0.3517468924
781	0.3513530102
782	0.351047183
783	0.3507933443
784	0.3506593213
785	0.3504995999
786	0.3500948351
787	0.3499243265
788	0.3495922522
789	0.3493166156
790	0.3488546681
791	0.348420332
792	0.3481287918
793	0.3478338315
794	0.3474168116
795	0.3472040322
796	0.3469125844
797	0.346458722
798	0.3459877023
799	0.3456130494
800	0.3455153289
801	0.3453519078
802	0.3447999725
803	0.3446772527
804	0.3443761613
805	0.3441659044
806	0.3438455203
807	0.3436568028
808	0.3434157927
809	0.3432035139
810	0.3429869555
811	0.3425437388
812	0.3421782702
813	0.3418101281
814	0.3415993001
815	0.3413381846
816	0.3408981268
817	0.3407341516
818	0.3404010988
819	0.3400102474
820	0.3396811072
821	0.3393485015
822	0.3390989841
823	0.3386995678
824	0.3381921646
825	0.3379209777
826	0.3375956839
827	0.3372481326
828	0.336976647
829	0.3366779404
830	0.3362881692
831	0.3360356485
832	0.3357480067
833	0.3354839433
834	0.3352072435
835	0.3350369693
836	0.334741076
837	0.334223635
838	0.3339527471
839	0.3338461415
840	0.3336731312
841	0.3332514769
842	0.3328405852
843	0.33260438
844	0.332222316
845	0.3317923365
846	0.3313888939
847	0.3311571242
848	0.3310503202
849	0.3305218
850	0.3303186362
851	0.3299692998
852	0.3297402617
853	0.3293772833
854	0.3291411218
855	0.3288112474
856	0.3285065837
857	0.3281091986
858	0.327908519
859	0.32748324
860	0.327341546
861	0.3270539765
862	0.3266356552
863	0.3261802047
864	0.3258401135
865	0.3254486404
866	0.3252455198
867	0.3250867717
868	0.3247224421
869	0.3243405495
870	0.3241547354
871	0.3238031508
872	0.3235241609
873	0.3232176233
874	0.3228656268
875	0.3225871481
876	0.3222032049
877	0.3219428715
878	0.3216672072
879	0.3214691192
880	0.3210412847
881	0.3208218175
882	0.3204976901
883	0.3201874564
884	0.3199101372
885	0.3196261219
886	0.3195322254
887	0.3192119478
888	0.3190774054
889	0.3186589261
890	0.3185192887
891	0.318263996
892	0.3180155753
893	0.3178432492
894	0.3173184364
895	0.3169801745
896	0.316582037
897	0.3162179125
898	0.3158703303
899	0.3156794842
900	0.3153815756
901	0.3150689794
902	0.3149165654
903	0.314812239
904	0.3145814649
905	0.3142304371
906	0.3139950461
907	0.3137992214
908	0.3134394872
909	0.3130960497
910	0.3129172984
911	0.3125415887
912	0.312346496
913	0.3119640189
914	0.3116825807
915	0.3113914607
916	0.311213316
917	0.3107315111
918	0.3102873779
919	0.3099795857
920	0.3098223099
921	0.309451599
922	0.3092348408
923	0.3089821323
924	0.3086066845
925	0.308424878
926	0.3081233155
927	0.3078880358
928	0.3076635168
929	0.3073689597
930	0.3069108207
931	0.3066706445
932	0.3063962256
933	0.3061937466
934	0.305797355
935	0.3055560525
936	0.3052821837
937	0.3049495357
938	0.3045793106
939	0.3041243046
940	0.3039181961
941	0.3035791336
942	0.3033481668
943	0.3029768162
944	0.3028683187
945	0.3026453138
946	0.3023227639
947	0.3020642069
948	0.3018460478
949	0.3014502197
950	0.3011836064
951	0.3010163409
952	0.3007936985
953	0.3006905152
954	0.3003022038
955	0.3001323507
956	0.299763425
957	0.2995481658
958	0.2991676684
959	0.2989376767
960	0.2985868363
961	0.2982726666
962	0.2979437327
963	0.2976498568
964	0.2973353875
965	0.2969932986
966	0.296661761
967	0.2962338683
968	0.2960483511
969	0.2956420549
970	0.2952374558
971	0.2950493571
972	0.2948660856
973	0.2945387874
974	0.2943602947
975	0.2939969268
976	0.2937076336
977	0.2933624336
978	0.2932077676
979	0.2929058239
980	0.2926221316
981	0.292384607
982	0.2919787033
983	0.2917136813
984	0.2913144952
985	0.2909981993
986	0.29071182
987	0.2905023515
988	0.2902825294
989	0.2899647552
990	0.2897009891
991	0.289383635
992	0.2891986536
993	0.2889252535
994	0.2888478489
995	0.2886585939
996	0.2882713071
997	0.287826648
998	0.2876230489
999	0.2871830408
